"lienhub_account_no","lienhub_owner","lienhub_situs_address","lienhub_situs_city","lienhub_situs_zip","lienhub_cert_number","lienhub_face_amount","lienhub_status","live_match_found","live_total_due","live_zip","live_snapshot_date","still_delinquent"
"027591-0000","","5120 PEARL ST JACKSONVILLE 32208-",,"32208-",,"2402.54","","False","0",,,"False"
"024864-0000","","7834 W DENHAM RD JACKSONVILLE 32208-",,"32208-",,"2402.68","","True","2341.22","32256","2025-12-10","True"
"019186-0000","","2319 EUDINE DR JACKSONVILLE 32210-",,"32210-",,"2406.59","","False","0",,,"False"
"004752-0020","","1518 JONES RD JACKSONVILLE 32220-",,"32220-",,"2406.99","","False","0",,,"False"
"038530-0000","","9126 GREENLEAF RD JACKSONVILLE 32208-",,"32208-",,"2408.18","","False","0",,,"False"
"032072-0000","","4707 E MARLBORO CIR JACKSONVILLE 32206-",,"32206-",,"2408.54","","False","0",,,"False"
"153701-0000","","5528 BOEING DR JACKSONVILLE 32207-",,"32207-",,"2409.61","","False","0",,,"False"
"049161-0000","","3511 WESTWOOD ST JACKSONVILLE 32254-",,"32254-",,"2409.74","","False","0",,,"False"
"042548-0000","","1804 N LOYOLA DR JACKSONVILLE 32218-",,"32218-",,"2410.01","","False","0",,,"False"
"061814-0000","","4204 KERLE ST JACKSONVILLE 32205-",,"32205-",,"2410.18","","False","0",,,"False"
"166355-0000","","11959 DOWLING LN JACKSONVILLE 32246-",,"32246-",,"2410.38","","False","0",,,"False"
"001820-0035","","11348 KITTRELL LN JACKSONVILLE 32220-",,"32220-",,"2410.49","","False","0",,,"False"
"036708-0000","","8932 7TH AVE JACKSONVILLE 32208-",,"32208-",,"2410.84","","False","0",,,"False"
"021333-0000","","7805 SISKIN AVE JACKSONVILLE 32219-",,"32219-",,"2411.41","","False","0",,,"False"
"069064-0000","","4568 MERRIMAC AVE JACKSONVILLE 32210-",,"32210-",,"2411.52","","False","0",,,"False"
"028386-0000","","2514 SPIREA ST JACKSONVILLE 32209-",,"32209-",,"2412.68","","False","0",,,"False"
"023517-0000","","921 BRANDYWINE ST JACKSONVILLE 32208-",,"32208-",,"2415.06","","False","0",,,"False"
"038722-0000","","5114 ROANOKE BLVD JACKSONVILLE 32208-",,"32208-",,"2415.25","","False","0",,,"False"
"125484-0000","","3540 ST NICHOLAS AVE JACKSONVILLE 32207-",,"32207-",,"2415.46","","False","0",,,"False"
"002151-0000","","POW MIA MEMORIAL PKWY JACKSONVILLE 32221-",,"32221-",,"2417.21","","False","0",,,"False"
"110756-0000","","11832 W DUNNS BRANCH DR JACKSONVILLE 32218-",,"32218-",,"2418.17","","False","0",,,"False"
"039467-0000","","4826 ROCHDALE RD JACKSONVILLE 32208-",,"32208-",,"2419.01","","False","0",,,"False"
"001296-0000","","8771 S US 301 HWY JACKSONVILLE 32234-",,"32234-",,"2419.99","","False","0",,,"False"
"019446-1770","","V C JOHNSON RD JACKSONVILLE 32218-",,"32218-",,"2420.81","","False","0",,,"False"
"066622-0000","","1148 CASSAT AVE JACKSONVILLE 32205-",,"32205-",,"2421.93","","False","0",,,"False"
"012510-0478","","3671 KIRKPATRICK CIR 15-14 JACKSONVILLE 32210-",,"32210-",,"2422.08","","False","0",,,"False"
"148704-1520","","4652 TREVI DR JACKSONVILLE 32257-",,"32257-",,"2425.03","","False","0",,,"False"
"002899-0010","","9941 CISCO DR JACKSONVILLE 32219-",,"32219-",,"2425.32","","False","0",,,"False"
"107212-0000","","13550 GILLESPIE AVE JACKSONVILLE 32218-",,"32218-",,"2425.86","","False","0",,,"False"
"108455-0140","","2684 WATER BLUFF DR JACKSONVILLE 32218-",,"32218-",,"2429.15","","False","0",,,"False"
"038268-0000","","4504 WILLIAMSBURG AVE JACKSONVILLE 32208-",,"32208-",,"2431.18","","False","0",,,"False"
"148320-0516","","4801 WINDRUSH LN A2A JACKSONVILLE 32217-",,"32217-",,"2431.46","","False","0",,,"False"
"038132-0000","","5020 PRINCELY AVE JACKSONVILLE 32208-",,"32208-",,"2431.8","","False","0",,,"False"
"107288-0000","","257 BEALL AVE JACKSONVILLE 32218-2819",,"32218-2819",,"2431.94","","False","0",,,"False"
"044791-0000","","220 E 17TH ST JACKSONVILLE 32206-",,"32206-",,"2433.24","","False","0",,,"False"
"039759-0000","","8524 BRAZIL RD JACKSONVILLE 32208-",,"32208-",,"2434.01","","False","0",,,"False"
"120609-2476","","7920 MERRILL RD 1014 JACKSONVILLE 32277-",,"32277-",,"2434.79","","False","0",,,"False"
"084389-0000","","3120 STUART ST JACKSONVILLE 32209-",,"32209-",,"2435.73","","False","0",,,"False"
"144828-0000","","7649 ALTON AVE JACKSONVILLE 32211-",,"32211-",,"2437.96","","False","0",,,"False"
"118765-0000","","2743 LANSDOWNE DR JACKSONVILLE 32211-",,"32211-",,"2439.18","","False","0",,,"False"
"099972-0000","","1569 N PEACHTREE CIR JACKSONVILLE 32207-",,"32207-",,"2439.79","","False","0",,,"False"
"073440-0050","","E ADAMS ST JACKSONVILLE 32202-",,"32202-",,"2440.44","","False","0",,,"False"
"022506-0000","","7894 TORY CIR JACKSONVILLE 32208-",,"32208-",,"2443.82","","False","0",,,"False"
"038179-0000","","5040 DONNYBROOK AVE JACKSONVILLE 32208-",,"32208-",,"2443.94","","False","0",,,"False"
"088498-0000","","1331 W 30TH ST JACKSONVILLE 32209-",,"32209-",,"2445.72","","False","0",,,"False"
"071570-0000","","243 W 7TH ST JACKSONVILLE 32206-",,"32206-",,"2446.12","","False","0",,,"False"
"036700-0000","","8965 9TH AVE JACKSONVILLE 32208-",,"32208-",,"2447.18","","False","0",,,"False"
"025262-0000","","6659 VAN GUNDY RD JACKSONVILLE 32208-",,"32208-",,"2448.58","","False","0",,,"False"
"147588-0000","","4740 GUY ST JACKSONVILLE 32207-",,"32207-",,"2450.89","","False","0",,,"False"
"030066-0000","","1914 W 44TH ST JACKSONVILLE 32209-",,"32209-",,"2453.23","","False","0",,,"False"
"031032-0000","","5834 POITIER DR JACKSONVILLE 32209-",,"32209-",,"2453.91","","False","0",,,"False"
"031498-0000","","126 E 45TH ST JACKSONVILLE 32208-",,"32208-",,"2455.41","","False","0",,,"False"
"107170-0000","","13431 GILLESPIE AVE JACKSONVILLE 32218-",,"32218-",,"2455.61","","False","0",,,"False"
"108964-0556","","6114 TUSCONY CIR JACKSONVILLE 32277-",,"32277-",,"2455.93","","False","0",,,"False"
"169385-1138","","791 ASSISI LN 1007 JACKSONVILLE 32233-",,"32233-",,"2456.84","","False","0",,,"False"
"149265-0010","","8934 SAN RAE RD JACKSONVILLE 32257-",,"32257-",,"2459.73","","False","0",,,"False"
"028328-0000","","3524 N ARDISIA RD JACKSONVILLE 32209-",,"32209-",,"2460.1","","False","0",,,"False"
"032120-0000","","9826 W CARBONDALE DR JACKSONVILLE 32208-",,"32208-",,"2461.25","","False","0",,,"False"
"044864-0000","","220 E 16TH ST JACKSONVILLE 32206-",,"32206-",,"2462.55","","False","0",,,"False"
"067852-0000","","1109 LAKE SHORE BLVD JACKSONVILLE 32205-",,"32205-",,"2465.26","","False","0",,,"False"
"045056-0000","","543 W 19TH ST JACKSONVILLE 32206-",,"32206-",,"2465.33","","False","0",,,"False"
"060012-0000","","775 MAMIE RD JACKSONVILLE 32205-",,"32205-",,"2466.4","","False","0",,,"False"
"029851-0000","","5136 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"2467.92","","False","0",,,"False"
"079084-0000","","1028 ANTISDALE ST JACKSONVILLE 32205-",,"32205-",,"2468.06","","False","0",,,"False"
"006366-0140","","1117 MAPLE AVE JACKSONVILLE 32220-",,"32220-",,"2468.55","","False","0",,,"False"
"101800-0000","","4355 BALTIC ST JACKSONVILLE 32210-",,"32210-",,"2468.66","","False","0",,,"False"
"025858-0000","","1757 PALMDALE ST JACKSONVILLE 32208-",,"32208-",,"2469.64","","False","0",,,"False"
"041916-0400","","8375 GULLEGE DR JACKSONVILLE 32219-",,"32219-",,"2470.03","","False","0",,,"False"
"013830-1128","","5151 PLAYPEN DR 7-15 JACKSONVILLE 32210-",,"32210-",,"2470.38","","False","0",,,"False"
"025273-0000","","3203 RHONE DR JACKSONVILLE 32208-",,"32208-",,"2470.67","","False","0",,,"False"
"132597-0000","","3207 BRIDIER ST JACKSONVILLE 32206-",,"32206-",,"2471.4","","False","0",,,"False"
"156130-0338","","11442 SQUIRE WAY LN JACKSONVILLE 32223-",,"32223-",,"2472.18","","False","0",,,"False"
"027020-0000","","7932 DALE CT JACKSONVILLE 32208-",,"32208-",,"2472.37","","False","0",,,"False"
"039575-0000","","8618 W SAMONA DR JACKSONVILLE 32208-",,"32208-",,"2472.48","","False","0",,,"False"
"118187-0000","","2738 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"2474.47","","False","0",,,"False"
"000279-0000","","66 COLEMAN BLVD BALDWIN 32234-",,"32234-",,"2475.48","","False","0",,,"False"
"038517-0000","","8920 GREENLEAF RD JACKSONVILLE 32208-",,"32208-",,"2475.88","","False","0",,,"False"
"047336-0000","","2134 KINGS RD JACKSONVILLE 32209-",,"32209-",,"2476.17","","False","0",,,"False"
"025515-0000","","6718 CORDAY CT JACKSONVILLE 32208-",,"32208-",,"2476.94","","False","0",,,"False"
"038447-0000","","9240 CASTLE BLVD JACKSONVILLE 32208-",,"32208-",,"2479.5","","False","0",,,"False"
"039849-0000","","4305 CLYDE DR JACKSONVILLE 32208-",,"32208-",,"2480.89","","False","0",,,"False"
"088022-0000","","541 WOODBINE ST JACKSONVILLE 32206-",,"32206-",,"2481.76","","False","0",,,"False"
"035485-0000","","7126 ELWOOD AVE JACKSONVILLE 32208-",,"32208-",,"2482.49","","False","0",,,"False"
"059051-0000","","3414 BROOKHAVEN DR JACKSONVILLE 32254-",,"32254-",,"2486.36","","False","0",,,"False"
"154362-0000","","7406 S BOWDEN CIR JACKSONVILLE 32216-",,"32216-",,"2486.42","","False","0",,,"False"
"029378-0100","","9148 RIDGE BLVD JACKSONVILLE 32208-",,"32208-",,"2488.09","","False","0",,,"False"
"037976-0000","","9232 NORFOLK BLVD JACKSONVILLE 32208-",,"32208-",,"2488.62","","False","0",,,"False"
"153135-0000","","5727 HAVEN RD JACKSONVILLE 32216-",,"32216-",,"2488.67","","False","0",,,"False"
"038907-0000","","9519 EVESHAM RD JACKSONVILLE 32208-",,"32208-",,"2488.77","","False","0",,,"False"
"039408-0472","","4340 WILL SCARLET RD JACKSONVILLE 32208-",,"32208-",,"2489.23","","False","0",,,"False"
"057566-0000","","3204 S SUNNYBROOK AVE JACKSONVILLE 32254-",,"32254-",,"2493.98","","False","0",,,"False"
"037766-0000","","9247 WAYNESBORO AVE JACKSONVILLE 32208-",,"32208-",,"2494.07","","False","0",,,"False"
"162106-6030","","11541 N WILLET CT JACKSONVILLE 32225-",,"32225-",,"2497.43","","False","0",,,"False"
"147984-0260","","7446 CARRIAGE SIDE CT JACKSONVILLE 32256-",,"32256-",,"2498.37","","False","0",,,"False"
"040067-5010","","8317 TUBMAN CT JACKSONVILLE 32219-",,"32219-",,"2498.42","","False","0",,,"False"
"063382-0100","","2971 PHYLLIS ST JACKSONVILLE 32205-",,"32205-",,"2500.51","","False","0",,,"False"
"016158-0000","","7319 SHINDLER DR L-7 JACKSONVILLE 32222-",,"32222-",,"2501.35","","False","0",,,"False"
"036333-0100","","CLYDE DR JACKSONVILLE 32208-",,"32208-",,"2501.73","","False","0",,,"False"
"004914-0010","","5956 S LANE CIR JACKSONVILLE 32254-",,"32254-",,"2502.13","","False","0",,,"False"
"099134-1942","","5659 PINEHILL LN JACKSONVILLE 32244-",,"32244-",,"2502.16","","False","0",,,"False"
"041841-0000","","6740 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"2502.48","","False","0",,,"False"
"072706-0000","","444 E 2ND ST JACKSONVILLE 32206-",,"32206-",,"2503.36","","False","0",,,"False"
"035685-0000","","7271 ELWOOD AVE JACKSONVILLE 32208-",,"32208-",,"2504.69","","False","0",,,"False"
"159681-0325","","15750 CHEROKEE HAMMOCK LN JACKSONVILLE 32226-",,"32226-",,"2506.23","","False","0",,,"False"
"030290-0180","","5930 MARTIN LUTHER KING DR JACKSONVILLE 32219-",,"32219-",,"2506.79","","False","0",,,"False"
"021183-0500","","10110 ALLENE RD JACKSONVILLE 32219-",,"32219-",,"2508.74","","False","0",,,"False"
"028121-0000","","2561 PHLOX ST JACKSONVILLE 32209-",,"32209-",,"2512.49","","False","0",,,"False"
"164470-0000","","10332 LAWSON RD JACKSONVILLE 32246-",,"32246-",,"2512.53","","False","0",,,"False"
"031509-0020","","270 E 45TH ST JACKSONVILLE 32208-",,"32208-",,"2513.65","","False","0",,,"False"
"041916-0530","","9346 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2515.4","","False","0",,,"False"
"016030-0020","","7234 RICKER RD JACKSONVILLE 32244-",,"32244-",,"2515.49","","False","0",,,"False"
"031226-0000","","4235 CARROLL RD JACKSONVILLE 32209-",,"32209-",,"2516.8","","False","0",,,"False"
"021068-0010","","10318 LEM TURNER RD JACKSONVILLE 32218-",,"32218-",,"2516.94","","False","0",,,"False"
"108092-0150","","3884 STARRATT RD JACKSONVILLE 32226-",,"32226-",,"2517.86","","False","0",,,"False"
"052492-0000","","2135 KINGS RD JACKSONVILLE 32209-",,"32209-",,"2518.2","","False","0",,,"False"
"118564-0000","","7124 S GAILLARDIA RD JACKSONVILLE 32211-",,"32211-",,"2518.49","","False","0",,,"False"
"006546-0000","","477 N CELERY AVE JACKSONVILLE 32220-",,"32220-",,"2519.3","","False","0",,,"False"
"039086-0000","","5328 ARROWSMITH RD JACKSONVILLE 32208-",,"32208-",,"2520.23","","False","0",,,"False"
"076051-0000","","848 RUSHING ST JACKSONVILLE 32209-",,"32209-",,"2520.4","","False","0",,,"False"
"010065-0000","","8106 S PATOU DR JACKSONVILLE 32210-",,"32210-",,"2525.54","","False","0",,,"False"
"018922-0000","","S LANE AVE JACKSONVILLE 32210-",,"32210-",,"2528.54","","False","0",,,"False"
"069789-0000","","4006 OLD ST AUGUSTINE RD JACKSONVILLE 32207-",,"32207-",,"2530.17","","False","0",,,"False"
"056723-0000","","825 SUPERIOR ST JACKSONVILLE 32254-",,"32254-",,"2531.42","","False","0",,,"False"
"027035-0000","","7639 GAINESVILLE AVE JACKSONVILLE 32208-",,"32208-",,"2532.46","","False","0",,,"False"
"087950-0000","","451 BASSWOOD ST JACKSONVILLE 32206-",,"32206-",,"2532.72","","False","0",,,"False"
"065788-0000","","4646 ALPHA AVE JACKSONVILLE 32205-",,"32205-",,"2532.97","","False","0",,,"False"
"038809-0000","","9524 FLECHETTE AVE JACKSONVILLE 32208-",,"32208-",,"2534.64","","False","0",,,"False"
"032711-4605","","1543 BROOK FOREST DR JACKSONVILLE 32208-",,"32208-",,"2536.45","","False","0",,,"False"
"030338-0000","","4824 AMOS ST JACKSONVILLE 32209-",,"32209-",,"2537.16","","False","0",,,"False"
"154166-5274","","8550 TOUCHTON RD 716 JACKSONVILLE 32216-",,"32216-",,"2537.96","","False","0",,,"False"
"058939-0115","","W BEAVER ST JACKSONVILLE 32254-",,"32254-",,"2540.53","","False","0",,,"False"
"105506-0000","","6365 WOODMAN DR JACKSONVILLE 32244-",,"32244-",,"2542.38","","False","0",,,"False"
"158926-0682","","11595 EAST RIDE DR JACKSONVILLE 32223-",,"32223-",,"2543.16","","False","0",,,"False"
"042205-0000","","5218 OLD KINGS RD JACKSONVILLE 32254-",,"32254-",,"2543.95","","False","0",,,"False"
"154513-0000","","2837 W SYNHOFF DR JACKSONVILLE 32216-",,"32216-",,"2544.93","","False","0",,,"False"
"109059-0035","","3462 BETZ LANDING DR JACKSONVILLE 32226-",,"32226-",,"2546.89","","False","0",,,"False"
"010136-0000","","8096 DELAROCHE DR JACKSONVILLE 32210-",,"32210-",,"2548.91","","False","0",,,"False"
"039196-0000","","9821 PRIORY AVE JACKSONVILLE 32208-",,"32208-",,"2549.63","","False","0",,,"False"
"056117-0000","","617 N MCDUFF AVE JACKSONVILLE 32254-",,"32254-",,"2549.64","","False","0",,,"False"
"018135-0000","","2129 HUGH EDWARDS DR JACKSONVILLE 32210-",,"32210-",,"2551.08","","False","0",,,"False"
"102998-0000","","4033 BLANDING BLVD JACKSONVILLE 32210-",,"32210-",,"2552.57","","False","0",,,"False"
"049667-0005","","2927 W 1ST ST JACKSONVILLE 32254-",,"32254-",,"2554.27","","False","0",,,"False"
"047908-0080","","3522 NANCY ST JACKSONVILLE 32209-",,"32209-",,"2554.43","","False","0",,,"False"
"098000-0000","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"2554.77","","False","0",,,"False"
"006223-0270","","8454 S LAKE MARIETTA DR JACKSONVILLE 32220-",,"32220-",,"2559.5","","False","0",,,"False"
"165289-3090","","2478 WHISPERING WOODS BLVD 2 JACKSONVILLE 32246-",,"32246-",,"2560.31","","False","0",,,"False"
"164709-0000","","1775 DEBUTANTE DR JACKSONVILLE 32246-",,"32246-",,"2560.75","","False","0",,,"False"
"041176-0000","","4416 DETAILLE DR JACKSONVILLE 32209-",,"32209-",,"2561.42","","False","0",,,"False"
"056818-0000","","869 SUPERIOR ST JACKSONVILLE 32254-",,"32254-",,"2562.47","","False","0",,,"False"
"019186-0000","","2319 EUDINE DR JACKSONVILLE 32210-",,"32210-",,"2564.13","","False","0",,,"False"
"068429-0000","","1868 VISTA AVE JACKSONVILLE 32210-",,"32210-",,"2564.74","","False","0",,,"False"
"053675-0000","","1102 W 13TH ST JACKSONVILLE 32209-",,"32209-",,"2564.93","","False","0",,,"False"
"141118-0020","","1334 E HOLLYHOCK CIR B JACKSONVILLE 32211-",,"32211-",,"2565.09","","False","0",,,"False"
"098926-1066","","7515 MCCOWAN DR JACKSONVILLE 32244-",,"32244-",,"2567.33","","False","0",,,"False"
"063431-0000","","2980 PHYLLIS ST JACKSONVILLE 32205-",,"32205-",,"2570.43","","False","0",,,"False"
"013220-0020","","8236 NUSSBAUM DR JACKSONVILLE 32210-",,"32210-",,"2571.62","","False","0",,,"False"
"045985-0000","","1456 W 20TH ST JACKSONVILLE 32209-",,"32209-",,"2573.42","","False","0",,,"False"
"160663-1210","","OAK LANDINGS DR JACKSONVILLE 32225-",,"32225-",,"2573.48","","False","0",,,"False"
"026291-0000","","1589 RUTLEDGE AVE JACKSONVILLE 32208-",,"32208-",,"2573.7","","False","0",,,"False"
"141558-0000","","1227 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"2574.24","","False","0",,,"False"
"059760-0000","","5026 ASTRAL ST JACKSONVILLE 32205-",,"32205-",,"2574.36","","False","0",,,"False"
"018713-0000","","7062 CHESHIRE CAT CT JACKSONVILLE 32210-",,"32210-",,"2574.91","","False","0",,,"False"
"035948-0000","","2554 SOUTEL DR JACKSONVILLE 32208-",,"32208-",,"2574.97","","False","0",,,"False"
"016605-0000","","4104 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"2575.47","","False","0",,,"False"
"041583-0000","","7426 RICHARDSON HEIGHTS PL JACKSONVILLE 32209-",,"32209-",,"2576.7","","False","0",,,"False"
"083869-0000","","3115 N EDGEWOOD AVE 1 JACKSONVILLE 32254-",,"32254-",,"2578.95","","False","0",,,"False"
"120609-2364","","7920 MERRILL RD 808 JACKSONVILLE 32277-",,"32277-",,"2579.54","","False","0",,,"False"
"041007-0000","","6539 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"2581.15","","False","0",,,"False"
"016558-0000","","6416 MITFORD RD JACKSONVILLE 32210-",,"32210-",,"2584.12","","False","0",,,"False"
"060856-0000","","3329 WALLER ST JACKSONVILLE 32254-",,"32254-",,"2584.13","","False","0",,,"False"
"038312-0000","","9104 SPOTTSWOOD RD JACKSONVILLE 32208-",,"32208-",,"2584.37","","False","0",,,"False"
"057187-0000","","3318 FITZGERALD ST JACKSONVILLE 32254-",,"32254-",,"2585.47","","False","0",,,"False"
"001926-0010","","832 S HALSEMA RD JACKSONVILLE 32221-",,"32221-",,"2585.93","","False","0",,,"False"
"042177-0044","","6923 WELLAND RD JACKSONVILLE 32209-",,"32209-",,"2585.97","","False","0",,,"False"
"021334-0010","","7812 SISKIN AVE JACKSONVILLE 32219-",,"32219-",,"2586.46","","False","0",,,"False"
"039107-0000","","4920 ARROWSMITH RD JACKSONVILLE 32208-",,"32208-",,"2588.69","","False","0",,,"False"
"015496-1100","","6561 ALVIN RD JACKSONVILLE 32222-",,"32222-",,"2590.98","","False","0",,,"False"
"007283-0000","","7652 CONTOUR DR JACKSONVILLE 32221-",,"32221-",,"2591.1","","False","0",,,"False"
"025788-0000","","6518 CHAMPLAIN RD JACKSONVILLE 32208-",,"32208-",,"2593.12","","False","0",,,"False"
"013385-1000","","5203 CALIFORNIA AVE JACKSONVILLE 32210-",,"32210-",,"2595.36","","False","0",,,"False"
"108356-0020","","14945 N MAIN ST JACKSONVILLE 32218-",,"32218-",,"2595.64","","False","0",,,"False"
"060471-0000","","3619 ERNEST ST JACKSONVILLE 32205-",,"32205-",,"2595.88","","False","0",,,"False"
"086216-0000","","2199 BENEDICT RD JACKSONVILLE 32209-",,"32209-",,"2596.68","","False","0",,,"False"
"071913-0000","","1923 HUBBARD ST JACKSONVILLE 32206-",,"32206-",,"2596.72","","False","0",,,"False"
"072043-0000","","1932 PEARL PL JACKSONVILLE 32206-",,"32206-",,"2596.8","","False","0",,,"False"
"016020-0000","","7561 SONIA DR JACKSONVILLE 32244-",,"32244-",,"2597.56","","False","0",,,"False"
"066751-0000","","6018 EDGEFIELD DR JACKSONVILLE 32205-",,"32205-",,"2601.16","","False","0",,,"False"
"029305-0020","","3804 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"2601.98","","False","0",,,"False"
"154937-0000","","3306 GREENFIELD BLVD JACKSONVILLE 32216-",,"32216-",,"2602.35","","False","0",,,"False"
"162223-1820","","12289 AMANDA COVE TRL JACKSONVILLE 32225-",,"32225-",,"2604.22","","False","0",,,"False"
"007442-0010","","HENDERSON RD JACKSONVILLE 32254-",,"32254-",,"2607.39","","False","0",,,"False"
"092797-0000","","3850 HERSCHEL ST JACKSONVILLE 32205-",,"32205-",,"2608.9","","False","0",,,"False"
"041663-0000","","4304 HOMER RD JACKSONVILLE 32209-",,"32209-",,"2609.71","","False","0",,,"False"
"038381-0000","","5230 FREDERICKSBURG AVE JACKSONVILLE 32208-",,"32208-",,"2610.61","","False","0",,,"False"
"141584-0000","","1415 BRANDEMERE CT JACKSONVILLE 32211-",,"32211-",,"2611.74","","False","0",,,"False"
"132581-0000","","1431 E 28TH ST JACKSONVILLE 32206-",,"32206-",,"2612.7","","False","0",,,"False"
"041916-0545","","9364 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2615.29","","False","0",,,"False"
"155674-5244","","10421 W OSPREY NEST DR JACKSONVILLE 32257-",,"32257-",,"2615.55","","False","0",,,"False"
"099011-5113","","7100 CYPRESS COVE RD 56 JACKSONVILLE 32244-",,"32244-",,"2616.22","","False","0",,,"False"
"149016-7914","","3801 CROWN POINT RD 1333 JACKSONVILLE 32257-",,"32257-",,"2617.92","","False","0",,,"False"
"052934-0000","","1452 MYRTLE AVE JACKSONVILLE 32209-",,"32209-",,"2617.93","","False","0",,,"False"
"132719-0000","","1312 E 26TH ST JACKSONVILLE 32206-",,"32206-",,"2618.28","","False","0",,,"False"
"058245-0000","","3235 BROADWAY AVE JACKSONVILLE 32254-",,"32254-",,"2619.53","","False","0",,,"False"
"072372-0000","","1534 CLARK ST JACKSONVILLE 32206-",,"32206-",,"2620.16","","False","0",,,"False"
"097061-0000","","7932 FALCON ST JACKSONVILLE 32244-",,"32244-",,"2620.77","","False","0",,,"False"
"070232-0000","","3722 ROSEMARY ST JACKSONVILLE 32207-",,"32207-",,"2620.86","","False","0",,,"False"
"060842-0000","","3304 LENOX AVE JACKSONVILLE 32254-",,"32254-",,"2621.52","","False","0",,,"False"
"097343-0000","","5923 W JAGUAR DR JACKSONVILLE 32244-",,"32244-",,"2621.63","","False","0",,,"False"
"042017-0000","","5316 S DOSTIE DR JACKSONVILLE 32209-",,"32209-",,"2622.15","","False","0",,,"False"
"136163-1652","","8601 BEACH BLVD 306 JACKSONVILLE 32216-",,"32216-",,"2623.39","","False","0",,,"False"
"122842-0010","","412 PHELPS ST JACKSONVILLE 32206-",,"32206-",,"2625.59","","False","0",,,"False"
"042568-0000","","1622 WOFFORD AVE JACKSONVILLE 32218-",,"32218-",,"2625.84","","False","0",,,"False"
"041916-0595","","9504 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2626.1","","False","0",,,"False"
"148657-1686","","8880 S OLD KINGS RD 92 JACKSONVILLE 32257-",,"32257-",,"2629.2","","False","0",,,"False"
"156762-0000","","6023 GREENLAND RD JACKSONVILLE 32258-",,"32258-",,"2629.26","","False","0",,,"False"
"063507-0000","","3149 GILMORE ST JACKSONVILLE 32205-",,"32205-",,"2629.77","","False","0",,,"False"
"148521-0206","","7671 LAS PALMAS WAY 206 JACKSONVILLE 32256-",,"32256-",,"2630.54","","False","0",,,"False"
"038395-0000","","5239 ARCHERY AVE JACKSONVILLE 32208-",,"32208-",,"2631.13","","False","0",,,"False"
"106432-0010","","13204 PEACEFUL RD JACKSONVILLE 32226-",,"32226-",,"2632.65","","False","0",,,"False"
"071182-0000","","1545 N PEARL ST JACKSONVILLE 32206-",,"32206-",,"2634.24","","False","0",,,"False"
"025364-0000","","6925 CARTIER CIR JACKSONVILLE 32208-",,"32208-",,"2634.88","","False","0",,,"False"
"030290-0085","","5944 CHARLES D EVERS DR JACKSONVILLE 32219-",,"32219-",,"2635.07","","False","0",,,"False"
"063884-0000","","725 LOCUST ST JACKSONVILLE 32205-",,"32205-",,"2635.26","","False","0",,,"False"
"036501-0000","","9248 2ND AVE JACKSONVILLE 32208-",,"32208-",,"2636.6","","False","0",,,"False"
"041916-0110","","8415 E SOPHIST CIR JACKSONVILLE 32219-",,"32219-",,"2638.04","","False","0",,,"False"
"097039-0000","","7847 RENAULT DR JACKSONVILLE 32244-",,"32244-",,"2638.49","","False","0",,,"False"
"025988-0000","","2115 BURGOYNE DR JACKSONVILLE 32208-",,"32208-",,"2640.21","","False","0",,,"False"
"026641-0010","","7765 PICKETT ST JACKSONVILLE 32208-",,"32208-",,"2640.26","","False","0",,,"False"
"049974-0000","","1615 MELSON AVE JACKSONVILLE 32254-",,"32254-",,"2641.83","","False","0",,,"False"
"016272-0060","","7563 BRETT FOREST DR JACKSONVILLE 32222-",,"32222-",,"2642.07","","False","0",,,"False"
"077675-0000","","2344 HARPER ST JACKSONVILLE 32204-",,"32204-",,"2643.76","","False","0",,,"False"
"009676-0000","","7936 DELAROCHE DR JACKSONVILLE 32210-",,"32210-",,"2644.13","","False","0",,,"False"
"044861-0000","","210 E 16TH ST JACKSONVILLE 32206-",,"32206-",,"2645.55","","False","0",,,"False"
"103756-0000","","5548 SEABOARD AVE JACKSONVILLE 32244-",,"32244-",,"2646.03","","False","0",,,"False"
"069796-0010","","1823 CALJON RD JACKSONVILLE 32207-",,"32207-",,"2647.54","","False","0",,,"False"
"108235-0200","","15738 E NORTHSIDE DR JACKSONVILLE 32218-",,"32218-",,"2650.67","","False","0",,,"False"
"162883-0152","","369 GREENCASTLE RD 75 JACKSONVILLE 32225-",,"32225-",,"2651.2","","False","0",,,"False"
"104631-2150","","3434 BLANDING BLVD 213 JACKSONVILLE 32210-",,"32210-",,"2653.93","","True","0","32081","2025-12-10","False"
"030290-0234","","7542 E JOHN F KENNEDY DR JACKSONVILLE 32219-",,"32219-",,"2654.36","","False","0",,,"False"
"094676-0000","","2211 BAYVIEW RD JACKSONVILLE 32210-",,"32210-",,"2655.18","","False","0",,,"False"
