"account_no","adv_no","lienhub_owner","situs_address","situs_city","situs_zip","cert_number","face_amount","live_match_found","live_total_due","bill_years","still_delinquent"
"108455-0140","17553","","2684 WATER BLUFF DR JACKSONVILLE 32218-",,"32218-",,"2429.15","False","0",,"False"
"038268-0000","7675","","4504 WILLIAMSBURG AVE JACKSONVILLE 32208-",,"32208-",,"2431.18","False","0",,"False"
"148320-0516","21748","","4801 WINDRUSH LN A2A JACKSONVILLE 32217-",,"32217-",,"2431.46","False","0",,"False"
"038132-0000","7655","","5020 PRINCELY AVE JACKSONVILLE 32208-",,"32208-",,"2431.8","False","0",,"False"
"107288-0000","17235","","257 BEALL AVE JACKSONVILLE 32218-2819",,"32218-2819",,"2431.94","False","0",,"False"
"044791-0000","8963","","220 E 17TH ST JACKSONVILLE 32206-",,"32206-",,"2433.24","False","0",,"False"
"039759-0000","7935","","8524 BRAZIL RD JACKSONVILLE 32208-",,"32208-",,"2434.01","False","0",,"False"
"120609-2476","27250","","7920 MERRILL RD 1014 JACKSONVILLE 32277-",,"32277-",,"2434.79","False","0",,"False"
"084389-0000","14335","","3120 STUART ST JACKSONVILLE 32209-",,"32209-",,"2435.73","False","0",,"False"
"144828-0000","21317","","7649 ALTON AVE JACKSONVILLE 32211-",,"32211-",,"2437.96","False","0",,"False"
"118765-0000","18822","","2743 LANSDOWNE DR JACKSONVILLE 32211-",,"32211-",,"2439.18","False","0",,"False"
"099972-0000","16359","","1569 N PEACHTREE CIR JACKSONVILLE 32207-",,"32207-",,"2439.79","False","0",,"False"
"073440-0050","13253","","E ADAMS ST JACKSONVILLE 32202-",,"32202-",,"2440.44","False","0",,"False"
"022506-0000","4819","","7894 TORY CIR JACKSONVILLE 32208-",,"32208-",,"2443.82","False","0",,"False"
"038179-0000","7660","","5040 DONNYBROOK AVE JACKSONVILLE 32208-",,"32208-",,"2443.94","False","0",,"False"
"088498-0000","15385","","1331 W 30TH ST JACKSONVILLE 32209-",,"32209-",,"2445.72","False","0",,"False"
"071570-0000","12999","","243 W 7TH ST JACKSONVILLE 32206-",,"32206-",,"2446.12","False","0",,"False"
"036700-0000","7378","","8965 9TH AVE JACKSONVILLE 32208-",,"32208-",,"2447.18","False","0",,"False"
"025262-0000","5263","","6659 VAN GUNDY RD JACKSONVILLE 32208-",,"32208-",,"2448.58","False","0",,"False"
"147588-0000","21624","","4740 GUY ST JACKSONVILLE 32207-",,"32207-",,"2450.89","False","0",,"False"
"030066-0000","6272","","1914 W 44TH ST JACKSONVILLE 32209-",,"32209-",,"2453.23","False","0",,"False"
"031032-0000","6493","","5834 POITIER DR JACKSONVILLE 32209-",,"32209-",,"2453.91","False","0",,"False"
"031498-0000","6568","","126 E 45TH ST JACKSONVILLE 32208-",,"32208-",,"2455.41","False","0",,"False"
"107170-0000","17229","","13431 GILLESPIE AVE JACKSONVILLE 32218-",,"32218-",,"2455.61","False","0",,"False"
"108964-0556","17644","","6114 TUSCONY CIR JACKSONVILLE 32277-",,"32277-",,"2455.93","False","0",,"False"
"169385-1138","25986","","791 ASSISI LN 1007 JACKSONVILLE 32233-",,"32233-",,"2456.84","False","0",,"False"
"149265-0010","22172","","8934 SAN RAE RD JACKSONVILLE 32257-",,"32257-",,"2459.73","False","0",,"False"
"028328-0000","5853","","3524 N ARDISIA RD JACKSONVILLE 32209-",,"32209-",,"2460.1","False","0",,"False"
"032120-0000","6675","","9826 W CARBONDALE DR JACKSONVILLE 32208-",,"32208-",,"2461.25","False","0",,"False"
"044864-0000","8980","","220 E 16TH ST JACKSONVILLE 32206-",,"32206-",,"2462.55","False","0",,"False"
"067852-0000","12625","","1109 LAKE SHORE BLVD JACKSONVILLE 32205-",,"32205-",,"2465.26","False","0",,"False"
"045056-0000","8995","","543 W 19TH ST JACKSONVILLE 32206-",,"32206-",,"2465.33","False","0",,"False"
"060012-0000","12049","","775 MAMIE RD JACKSONVILLE 32205-",,"32205-",,"2466.4","False","0",,"False"
"029851-0000","6217","","5136 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"2467.92","False","0",,"False"
"079084-0000","13826","","1028 ANTISDALE ST JACKSONVILLE 32205-",,"32205-",,"2468.06","False","0",,"False"
"006366-0140","1634","","1117 MAPLE AVE JACKSONVILLE 32220-",,"32220-",,"2468.55","False","0",,"False"
"101800-0000","16439","","4355 BALTIC ST JACKSONVILLE 32210-",,"32210-",,"2468.66","False","0",,"False"
"025858-0000","5350","","1757 PALMDALE ST JACKSONVILLE 32208-",,"32208-",,"2469.64","False","0",,"False"
"041916-0400","8511","","8375 GULLEGE DR JACKSONVILLE 32219-",,"32219-",,"2470.03","False","0",,"False"
"013830-1128","2933","","5151 PLAYPEN DR 7-15 JACKSONVILLE 32210-",,"32210-",,"2470.38","False","0",,"False"
"025273-0000","5264","","3203 RHONE DR JACKSONVILLE 32208-",,"32208-",,"2470.67","False","0",,"False"
"132597-0000","20235","","3207 BRIDIER ST JACKSONVILLE 32206-",,"32206-",,"2471.4","False","0",,"False"
"156130-0338","23048","","11442 SQUIRE WAY LN JACKSONVILLE 32223-",,"32223-",,"2472.18","False","0",,"False"
"027020-0000","5577","","7932 DALE CT JACKSONVILLE 32208-",,"32208-",,"2472.37","False","0",,"False"
"039575-0000","7885","","8618 W SAMONA DR JACKSONVILLE 32208-",,"32208-",,"2472.48","False","0",,"False"
"118187-0000","18788","","2738 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"2474.47","False","0",,"False"
"000279-0000","59","","66 COLEMAN BLVD BALDWIN 32234-",,"32234-",,"2475.48","False","0",,"False"
"038517-0000","7715","","8920 GREENLEAF RD JACKSONVILLE 32208-",,"32208-",,"2475.88","False","0",,"False"
"047336-0000","9582","","2134 KINGS RD JACKSONVILLE 32209-",,"32209-",,"2476.17","False","0",,"False"
"025515-0000","5286","","6718 CORDAY CT JACKSONVILLE 32208-",,"32208-",,"2476.94","False","0",,"False"
"038447-0000","7709","","9240 CASTLE BLVD JACKSONVILLE 32208-",,"32208-",,"2479.5","False","0",,"False"
"039849-0000","7948","","4305 CLYDE DR JACKSONVILLE 32208-",,"32208-",,"2480.89","False","0",,"False"
"088022-0000","15278","","541 WOODBINE ST JACKSONVILLE 32206-",,"32206-",,"2481.76","False","0",,"False"
"035485-0000","7136","","7126 ELWOOD AVE JACKSONVILLE 32208-",,"32208-",,"2482.49","False","0",,"False"
"059051-0000","11928","","3414 BROOKHAVEN DR JACKSONVILLE 32254-",,"32254-",,"2486.36","False","0",,"False"
"154362-0000","22702","","7406 S BOWDEN CIR JACKSONVILLE 32216-",,"32216-",,"2486.42","False","0",,"False"
"029378-0100","6105","","9148 RIDGE BLVD JACKSONVILLE 32208-",,"32208-",,"2488.09","False","0",,"False"
"037976-0000","7621","","9232 NORFOLK BLVD JACKSONVILLE 32208-",,"32208-",,"2488.62","False","0",,"False"
"153135-0000","22516","","5727 HAVEN RD JACKSONVILLE 32216-",,"32216-",,"2488.67","False","0",,"False"
"038907-0000","7776","","9519 EVESHAM RD JACKSONVILLE 32208-",,"32208-",,"2488.77","False","0",,"False"
"039408-0472","7864","","4340 WILL SCARLET RD JACKSONVILLE 32208-",,"32208-",,"2489.23","False","0",,"False"
"057566-0000","11688","","3204 S SUNNYBROOK AVE JACKSONVILLE 32254-",,"32254-",,"2493.98","False","0",,"False"
"037766-0000","7583","","9247 WAYNESBORO AVE JACKSONVILLE 32208-",,"32208-",,"2494.07","False","0",,"False"
"162106-6030","24146","","11541 N WILLET CT JACKSONVILLE 32225-",,"32225-",,"2497.43","False","0",,"False"
"147984-0260","21689","","7446 CARRIAGE SIDE CT JACKSONVILLE 32256-",,"32256-",,"2498.37","False","0",,"False"
"040067-5010","7992","","8317 TUBMAN CT JACKSONVILLE 32219-",,"32219-",,"2498.42","False","0",,"False"
"063382-0100","12278","","2971 PHYLLIS ST JACKSONVILLE 32205-",,"32205-",,"2500.51","False","0",,"False"
"016158-0000","3529","","7319 SHINDLER DR L-7 JACKSONVILLE 32222-",,"32222-",,"2501.35","False","0",,"False"
"036333-0100","7315","","CLYDE DR JACKSONVILLE 32208-",,"32208-",,"2501.73","False","0",,"False"
"004914-0010","1332","","5956 S LANE CIR JACKSONVILLE 32254-",,"32254-",,"2502.13","False","0",,"False"
"099134-1942","16275","","5659 PINEHILL LN JACKSONVILLE 32244-",,"32244-",,"2502.16","False","0",,"False"
"041841-0000","8464","","6740 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"2502.48","False","0",,"False"
"072706-0000","13159","","444 E 2ND ST JACKSONVILLE 32206-",,"32206-",,"2503.36","False","0",,"False"
"035685-0000","7173","","7271 ELWOOD AVE JACKSONVILLE 32208-",,"32208-",,"2504.69","False","0",,"False"
"159681-0325","23706","","15750 CHEROKEE HAMMOCK LN JACKSONVILLE 32226-",,"32226-",,"2506.23","False","0",,"False"
"030290-0180","6323","","5930 MARTIN LUTHER KING DR JACKSONVILLE 32219-",,"32219-",,"2506.79","False","0",,"False"
"021183-0500","4508","","10110 ALLENE RD JACKSONVILLE 32219-",,"32219-",,"2508.74","False","0",,"False"
"028121-0000","5802","","2561 PHLOX ST JACKSONVILLE 32209-",,"32209-",,"2512.49","False","0",,"False"
"164470-0000","24532","","10332 LAWSON RD JACKSONVILLE 32246-",,"32246-",,"2512.53","False","0",,"False"
"031509-0020","6570","","270 E 45TH ST JACKSONVILLE 32208-",,"32208-",,"2513.65","False","0",,"False"
"041916-0530","8513","","9346 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2515.4","False","0",,"False"
"016030-0020","3461","","7234 RICKER RD JACKSONVILLE 32244-",,"32244-",,"2515.49","False","0",,"False"
"031226-0000","6521","","4235 CARROLL RD JACKSONVILLE 32209-",,"32209-",,"2516.8","False","0",,"False"
"021068-0010","4480","","10318 LEM TURNER RD JACKSONVILLE 32218-",,"32218-",,"2516.94","False","0",,"False"
"108092-0150","17398","","3884 STARRATT RD JACKSONVILLE 32226-",,"32226-",,"2517.86","False","0",,"False"
"052492-0000","10723","","2135 KINGS RD JACKSONVILLE 32209-",,"32209-",,"2518.2","False","0",,"False"
"118564-0000","18808","","7124 S GAILLARDIA RD JACKSONVILLE 32211-",,"32211-",,"2518.49","False","0",,"False"
"006546-0000","1659","","477 N CELERY AVE JACKSONVILLE 32220-",,"32220-",,"2519.3","False","0",,"False"
"039086-0000","7796","","5328 ARROWSMITH RD JACKSONVILLE 32208-",,"32208-",,"2520.23","False","0",,"False"
"076051-0000","13433","","848 RUSHING ST JACKSONVILLE 32209-",,"32209-",,"2520.4","False","0",,"False"
"010065-0000","2153","","8106 S PATOU DR JACKSONVILLE 32210-",,"32210-",,"2525.54","False","0",,"False"
"018922-0000","3937","","S LANE AVE JACKSONVILLE 32210-",,"32210-",,"2528.54","False","0",,"False"
"069789-0000","12798","","4006 OLD ST AUGUSTINE RD JACKSONVILLE 32207-",,"32207-",,"2530.17","False","0",,"False"
"056723-0000","11519","","825 SUPERIOR ST JACKSONVILLE 32254-",,"32254-",,"2531.42","False","0",,"False"
"027035-0000","5582","","7639 GAINESVILLE AVE JACKSONVILLE 32208-",,"32208-",,"2532.46","False","0",,"False"
"087950-0000","15252","","451 BASSWOOD ST JACKSONVILLE 32206-",,"32206-",,"2532.72","False","0",,"False"
"065788-0000","12462","","4646 ALPHA AVE JACKSONVILLE 32205-",,"32205-",,"2532.97","False","0",,"False"
"038809-0000","7756","","9524 FLECHETTE AVE JACKSONVILLE 32208-",,"32208-",,"2534.64","False","0",,"False"
"032711-4605","6769","","1543 BROOK FOREST DR JACKSONVILLE 32208-",,"32208-",,"2536.45","False","0",,"False"
"030338-0000","6356","","4824 AMOS ST JACKSONVILLE 32209-",,"32209-",,"2537.16","False","0",,"False"
"154166-5274","22667","","8550 TOUCHTON RD 716 JACKSONVILLE 32216-",,"32216-",,"2537.96","False","0",,"False"
"058939-0115","11910","","W BEAVER ST JACKSONVILLE 32254-",,"32254-",,"2540.53","False","0",,"False"
"105506-0000","16817","","6365 WOODMAN DR JACKSONVILLE 32244-",,"32244-",,"2542.38","False","0",,"False"
"158926-0682","23561","","11595 EAST RIDE DR JACKSONVILLE 32223-",,"32223-",,"2543.16","False","0",,"False"
"042205-0000","8581","","5218 OLD KINGS RD JACKSONVILLE 32254-",,"32254-",,"2543.95","False","0",,"False"
"154513-0000","22812","","2837 W SYNHOFF DR JACKSONVILLE 32216-",,"32216-",,"2544.93","False","0",,"False"
"109059-0035","17678","","3462 BETZ LANDING DR JACKSONVILLE 32226-",,"32226-",,"2546.89","False","0",,"False"
"010136-0000","2161","","8096 DELAROCHE DR JACKSONVILLE 32210-",,"32210-",,"2548.91","False","0",,"False"
"039196-0000","7808","","9821 PRIORY AVE JACKSONVILLE 32208-",,"32208-",,"2549.63","False","0",,"False"
"056117-0000","11416","","617 N MCDUFF AVE JACKSONVILLE 32254-",,"32254-",,"2549.64","False","0",,"False"
"018135-0000","3868","","2129 HUGH EDWARDS DR JACKSONVILLE 32210-",,"32210-",,"2551.08","False","0",,"False"
"102998-0000","16497","","4033 BLANDING BLVD JACKSONVILLE 32210-",,"32210-",,"2552.57","False","0",,"False"
"049667-0005","10104","","2927 W 1ST ST JACKSONVILLE 32254-",,"32254-",,"2554.27","False","0",,"False"
"047908-0080","9736","","3522 NANCY ST JACKSONVILLE 32209-",,"32209-",,"2554.43","False","0",,"False"
"098000-0000","27194","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"2554.77","False","0",,"False"
"006223-0270","1592","","8454 S LAKE MARIETTA DR JACKSONVILLE 32220-",,"32220-",,"2559.5","False","0",,"False"
"165289-3090","24772","","2478 WHISPERING WOODS BLVD 2 JACKSONVILLE 32246-",,"32246-",,"2560.31","False","0",,"False"
"164709-0000","24558","","1775 DEBUTANTE DR JACKSONVILLE 32246-",,"32246-",,"2560.75","False","0",,"False"
"041176-0000","8323","","4416 DETAILLE DR JACKSONVILLE 32209-",,"32209-",,"2561.42","False","0",,"False"
"056818-0000","11537","","869 SUPERIOR ST JACKSONVILLE 32254-",,"32254-",,"2562.47","False","0",,"False"
"019186-0000","26935","","2319 EUDINE DR JACKSONVILLE 32210-",,"32210-",,"2564.13","False","0",,"False"
"068429-0000","12684","","1868 VISTA AVE JACKSONVILLE 32210-",,"32210-",,"2564.74","False","0",,"False"
"053675-0000","10970","","1102 W 13TH ST JACKSONVILLE 32209-",,"32209-",,"2564.93","False","0",,"False"
"141118-0020","21001","","1334 E HOLLYHOCK CIR B JACKSONVILLE 32211-",,"32211-",,"2565.09","False","0",,"False"
"098926-1066","16192","","7515 MCCOWAN DR JACKSONVILLE 32244-",,"32244-",,"2567.33","False","0",,"False"
"063431-0000","12285","","2980 PHYLLIS ST JACKSONVILLE 32205-",,"32205-",,"2570.43","False","0",,"False"
"013220-0020","2764","","8236 NUSSBAUM DR JACKSONVILLE 32210-",,"32210-",,"2571.62","False","0",,"False"
"045985-0000","9229","","1456 W 20TH ST JACKSONVILLE 32209-",,"32209-",,"2573.42","False","0",,"False"
"160663-1210","23872","","OAK LANDINGS DR JACKSONVILLE 32225-",,"32225-",,"2573.48","False","0",,"False"
"026291-0000","5409","","1589 RUTLEDGE AVE JACKSONVILLE 32208-",,"32208-",,"2573.7","False","0",,"False"
"141558-0000","21052","","1227 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"2574.24","False","0",,"False"
"059760-0000","12033","","5026 ASTRAL ST JACKSONVILLE 32205-",,"32205-",,"2574.36","False","0",,"False"
"018713-0000","3919","","7062 CHESHIRE CAT CT JACKSONVILLE 32210-",,"32210-",,"2574.91","False","0",,"False"
"035948-0000","7243","","2554 SOUTEL DR JACKSONVILLE 32208-",,"32208-",,"2574.97","False","0",,"False"
"016605-0000","3765","","4104 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"2575.47","False","0",,"False"
"041583-0000","8413","","7426 RICHARDSON HEIGHTS PL JACKSONVILLE 32209-",,"32209-",,"2576.7","False","0",,"False"
"083869-0000","14204","","3115 N EDGEWOOD AVE 1 JACKSONVILLE 32254-",,"32254-",,"2578.95","False","0",,"False"
"120609-2364","18933","","7920 MERRILL RD 808 JACKSONVILLE 32277-",,"32277-",,"2579.54","False","0",,"False"
"041007-0000","8286","","6539 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"2581.15","False","0",,"False"
"016558-0000","3764","","6416 MITFORD RD JACKSONVILLE 32210-",,"32210-",,"2584.12","False","0",,"False"
"060856-0000","12113","","3329 WALLER ST JACKSONVILLE 32254-",,"32254-",,"2584.13","False","0",,"False"
"038312-0000","7681","","9104 SPOTTSWOOD RD JACKSONVILLE 32208-",,"32208-",,"2584.37","False","0",,"False"
"057187-0000","11608","","3318 FITZGERALD ST JACKSONVILLE 32254-",,"32254-",,"2585.47","False","0",,"False"
"001926-0010","435","","832 S HALSEMA RD JACKSONVILLE 32221-",,"32221-",,"2585.93","False","0",,"False"
"042177-0044","8573","","6923 WELLAND RD JACKSONVILLE 32209-",,"32209-",,"2585.97","False","0",,"False"
"021334-0010","4550","","7812 SISKIN AVE JACKSONVILLE 32219-",,"32219-",,"2586.46","False","0",,"False"
"039107-0000","7799","","4920 ARROWSMITH RD JACKSONVILLE 32208-",,"32208-",,"2588.69","False","0",,"False"
"015496-1100","3276","","6561 ALVIN RD JACKSONVILLE 32222-",,"32222-",,"2590.98","False","0",,"False"
"007283-0000","1815","","7652 CONTOUR DR JACKSONVILLE 32221-",,"32221-",,"2591.1","False","0",,"False"
"025788-0000","5339","","6518 CHAMPLAIN RD JACKSONVILLE 32208-",,"32208-",,"2593.12","False","0",,"False"
"013385-1000","2835","","5203 CALIFORNIA AVE JACKSONVILLE 32210-",,"32210-",,"2595.36","False","0",,"False"
"108356-0020","17500","","14945 N MAIN ST JACKSONVILLE 32218-",,"32218-",,"2595.64","False","0",,"False"
"060471-0000","12078","","3619 ERNEST ST JACKSONVILLE 32205-",,"32205-",,"2595.88","False","0",,"False"
"086216-0000","27178","","2199 BENEDICT RD JACKSONVILLE 32209-",,"32209-",,"2596.68","False","0",,"False"
"071913-0000","13056","","1923 HUBBARD ST JACKSONVILLE 32206-",,"32206-",,"2596.72","False","0",,"False"
"072043-0000","13070","","1932 PEARL PL JACKSONVILLE 32206-",,"32206-",,"2596.8","False","0",,"False"
"016020-0000","3453","","7561 SONIA DR JACKSONVILLE 32244-",,"32244-",,"2597.56","False","0",,"False"
"066751-0000","12538","","6018 EDGEFIELD DR JACKSONVILLE 32205-",,"32205-",,"2601.16","False","0",,"False"
"029305-0020","6085","","3804 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"2601.98","False","0",,"False"
"154937-0000","22848","","3306 GREENFIELD BLVD JACKSONVILLE 32216-",,"32216-",,"2602.35","False","0",,"False"
"162223-1820","24223","","12289 AMANDA COVE TRL JACKSONVILLE 32225-",,"32225-",,"2604.22","False","0",,"False"
"007442-0010","26903","","HENDERSON RD JACKSONVILLE 32254-",,"32254-",,"2607.39","False","0",,"False"
"092797-0000","15699","","3850 HERSCHEL ST JACKSONVILLE 32205-",,"32205-",,"2608.9","False","0",,"False"
"041663-0000","8432","","4304 HOMER RD JACKSONVILLE 32209-",,"32209-",,"2609.71","False","0",,"False"
"038381-0000","7696","","5230 FREDERICKSBURG AVE JACKSONVILLE 32208-",,"32208-",,"2610.61","False","0",,"False"
"141584-0000","21059","","1415 BRANDEMERE CT JACKSONVILLE 32211-",,"32211-",,"2611.74","False","0",,"False"
"132581-0000","20229","","1431 E 28TH ST JACKSONVILLE 32206-",,"32206-",,"2612.7","False","0",,"False"
"041916-0545","8515","","9364 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2615.29","False","0",,"False"
"155674-5244","22958","","10421 W OSPREY NEST DR JACKSONVILLE 32257-",,"32257-",,"2615.55","False","0",,"False"
"099011-5113","16236","","7100 CYPRESS COVE RD 56 JACKSONVILLE 32244-",,"32244-",,"2616.22","False","0",,"False"
"149016-7914","22058","","3801 CROWN POINT RD 1333 JACKSONVILLE 32257-",,"32257-",,"2617.92","False","0",,"False"
"052934-0000","10804","","1452 MYRTLE AVE JACKSONVILLE 32209-",,"32209-",,"2617.93","False","0",,"False"
"132719-0000","20262","","1312 E 26TH ST JACKSONVILLE 32206-",,"32206-",,"2618.28","False","0",,"False"
"058245-0000","11775","","3235 BROADWAY AVE JACKSONVILLE 32254-",,"32254-",,"2619.53","False","0",,"False"
"072372-0000","13109","","1534 CLARK ST JACKSONVILLE 32206-",,"32206-",,"2620.16","False","0",,"False"
"097061-0000","15951","","7932 FALCON ST JACKSONVILLE 32244-",,"32244-",,"2620.77","False","0",,"False"
"070232-0000","12856","","3722 ROSEMARY ST JACKSONVILLE 32207-",,"32207-",,"2620.86","False","0",,"False"
"060842-0000","12111","","3304 LENOX AVE JACKSONVILLE 32254-",,"32254-",,"2621.52","False","0",,"False"
"097343-0000","15972","","5923 W JAGUAR DR JACKSONVILLE 32244-",,"32244-",,"2621.63","False","0",,"False"
"042017-0000","8544","","5316 S DOSTIE DR JACKSONVILLE 32209-",,"32209-",,"2622.15","False","0",,"False"
"136163-1652","20660","","8601 BEACH BLVD 306 JACKSONVILLE 32216-",,"32216-",,"2623.39","False","0",,"False"
"122842-0010","19187","","412 PHELPS ST JACKSONVILLE 32206-",,"32206-",,"2625.59","False","0",,"False"
"042568-0000","8616","","1622 WOFFORD AVE JACKSONVILLE 32218-",,"32218-",,"2625.84","False","0",,"False"
"041916-0595","8517","","9504 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2626.1","False","0",,"False"
"148657-1686","21949","","8880 S OLD KINGS RD 92 JACKSONVILLE 32257-",,"32257-",,"2629.2","False","0",,"False"
"156762-0000","23252","","6023 GREENLAND RD JACKSONVILLE 32258-",,"32258-",,"2629.26","False","0",,"False"
"063507-0000","12291","","3149 GILMORE ST JACKSONVILLE 32205-",,"32205-",,"2629.77","False","0",,"False"
"148521-0206","21807","","7671 LAS PALMAS WAY 206 JACKSONVILLE 32256-",,"32256-",,"2630.54","False","0",,"False"
"038395-0000","7699","","5239 ARCHERY AVE JACKSONVILLE 32208-",,"32208-",,"2631.13","False","0",,"False"
"106432-0010","17012","","13204 PEACEFUL RD JACKSONVILLE 32226-",,"32226-",,"2632.65","False","0",,"False"
"071182-0000","12955","","1545 N PEARL ST JACKSONVILLE 32206-",,"32206-",,"2634.24","False","0",,"False"
"025364-0000","5273","","6925 CARTIER CIR JACKSONVILLE 32208-",,"32208-",,"2634.88","False","0",,"False"
"030290-0085","6320","","5944 CHARLES D EVERS DR JACKSONVILLE 32219-",,"32219-",,"2635.07","False","0",,"False"
"063884-0000","12335","","725 LOCUST ST JACKSONVILLE 32205-",,"32205-",,"2635.26","False","0",,"False"
"036501-0000","7339","","9248 2ND AVE JACKSONVILLE 32208-",,"32208-",,"2636.6","False","0",,"False"
"041916-0110","8503","","8415 E SOPHIST CIR JACKSONVILLE 32219-",,"32219-",,"2638.04","False","0",,"False"
"097039-0000","15948","","7847 RENAULT DR JACKSONVILLE 32244-",,"32244-",,"2638.49","False","0",,"False"
"025988-0000","5367","","2115 BURGOYNE DR JACKSONVILLE 32208-",,"32208-",,"2640.21","False","0",,"False"
"026641-0010","5497","","7765 PICKETT ST JACKSONVILLE 32208-",,"32208-",,"2640.26","False","0",,"False"
"049974-0000","10151","","1615 MELSON AVE JACKSONVILLE 32254-",,"32254-",,"2641.83","False","0",,"False"
"016272-0060","3569","","7563 BRETT FOREST DR JACKSONVILLE 32222-",,"32222-",,"2642.07","False","0",,"False"
"077675-0000","13746","","2344 HARPER ST JACKSONVILLE 32204-",,"32204-",,"2643.76","False","0",,"False"
"009676-0000","2122","","7936 DELAROCHE DR JACKSONVILLE 32210-",,"32210-",,"2644.13","False","0",,"False"
"044861-0000","8977","","210 E 16TH ST JACKSONVILLE 32206-",,"32206-",,"2645.55","False","0",,"False"
"103756-0000","16646","","5548 SEABOARD AVE JACKSONVILLE 32244-",,"32244-",,"2646.03","False","0",,"False"
"069796-0010","12802","","1823 CALJON RD JACKSONVILLE 32207-",,"32207-",,"2647.54","False","0",,"False"
"108235-0200","17461","","15738 E NORTHSIDE DR JACKSONVILLE 32218-",,"32218-",,"2650.67","False","0",,"False"
"162883-0152","24315","","369 GREENCASTLE RD 75 JACKSONVILLE 32225-",,"32225-",,"2651.2","False","0",,"False"
"104631-2150","16738","","3434 BLANDING BLVD 213 JACKSONVILLE 32210-",,"32210-",,"2653.93","True","0","","False"
"030290-0234","6328","","7542 E JOHN F KENNEDY DR JACKSONVILLE 32219-",,"32219-",,"2654.36","False","0",,"False"
"094676-0000","15787","","2211 BAYVIEW RD JACKSONVILLE 32210-",,"32210-",,"2655.18","False","0",,"False"
"041245-0000","8331","","4307 N TRENTON DR JACKSONVILLE 32209-",,"32209-",,"2656.16","False","0",,"False"
"041860-0000","8468","","6795 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"2657.3","False","0",,"False"
"158763-0748","23490","","12700 BARTRAM PARK BLVD 2432 JACKSONVILLE 32258-",,"32258-",,"2659.28","False","0",,"False"
"166367-0000","24907","","12043 DERRIS CT JACKSONVILLE 32246-",,"32246-",,"2659.75","False","0",,"False"
"086002-0000","14765","","2020 TALLADEGA RD JACKSONVILLE 32209-",,"32209-",,"2662.27","False","0",,"False"
"016075-0090","3498","","8401 HILMA RD JACKSONVILLE 32244-",,"32244-",,"2663.87","False","0",,"False"
"040067-5036","7994","","8339 S TUBMAN DR JACKSONVILLE 32219-",,"32219-",,"2670.51","False","0",,"False"
"055435-0000","11269","","2415 EDISON AVE JACKSONVILLE 32204-",,"32204-",,"2671.13","False","0",,"False"
"148733-0570","21998","","3820 WILLIAMSBURG PARK BLVD 3820-2 JACKSONVILLE 32257-",,"32257-",,"2672.13","False","0",,"False"
"103603-0000","16633","","5135 ACOMA AVE JACKSONVILLE 32210-",,"32210-",,"2672.16","False","0",,"False"
"020282-0318","26944","","10736 W MEADOWLEA CIR JACKSONVILLE 32218-",,"32218-",,"2675.99","False","0",,"False"
"041916-0325","8509","","8301 GULLEGE DR JACKSONVILLE 32219-",,"32219-",,"2677.82","False","0",,"False"
"083864-0020","14202","","2710 WACISSA AVE JACKSONVILLE 32254-",,"32254-",,"2677.96","False","0",,"False"
"013861-1030","2975","","4418 W MELISSA CT JACKSONVILLE 32210-",,"32210-",,"2678.23","False","0",,"False"
"012292-0000","2433","","7154 MATTHEW ST JACKSONVILLE 32210-",,"32210-",,"2679.42","False","0",,"False"
"016464-5684","3685","","9069 PROSPERITY LAKE DR JACKSONVILLE 32244-",,"32244-",,"2680.34","False","0",,"False"
"148516-0006","21792","","8300 PLAZA GATE LN 1023 JACKSONVILLE 32217-",,"32217-",,"2682.43","False","0",,"False"
"108245-0000","17475","","15306 NORMAN AVE JACKSONVILLE 32218-",,"32218-",,"2682.71","False","0",,"False"
"032454-0000","6724","","6804 NORWOOD AVE JACKSONVILLE 32208-",,"32208-",,"2683.47","False","0",,"False"
"111157-0130","17909","","5635 TELFAIR ST JACKSONVILLE 32208-",,"32208-",,"2684.82","False","0",,"False"
"017040-0000","3794","","6733 CINDERELLA RD JACKSONVILLE 32210-",,"32210-",,"2685.88","True","5495.62","","True"
"167067-2180","25033","","13364 BEACH BLVD 801 JACKSONVILLE 32224-",,"32224-",,"2685.91","False","0",,"False"
"039013-0000","7789","","4915 CHIVALRY DR JACKSONVILLE 32208-",,"32208-",,"2688.21","False","0",,"False"
"006029-0000","1520","","535 N JACKSON AVE JACKSONVILLE 32220-",,"32220-",,"2689.02","False","0",,"False"
"071420-0000","12980","","1610 N MAIN ST JACKSONVILLE 32206-",,"32206-",,"2691.65","False","0",,"False"
