"lienhub_account_no","lienhub_cert_number","lienhub_face_amount","lienhub_owner","lienhub_situs_address","lienhub_situs_city","lienhub_situs_zip","lienhub_status","live_match_found","live_snapshot_date","live_total_due","live_zip","still_delinquent"
"040973-0000","","2180.6","","5067 S LINCOLN CIR JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"036305-0000","","2181.06","","8670 3RD AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"149016-7070","","2181.86","","3801 CROWN POINT RD 1103 JACKSONVILLE 32257-","","32257-","","False","","0","","False"
"033191-0000","","2182.5","","8070 WAKEFIELD AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"162157-1072","","2183.25","","1427 W BLACKHAWK TRL JACKSONVILLE 32225-","","32225-","","False","","0","","False"
"044831-0450","","2183.47","","2525 N MAIN ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"028042-0000","","2183.55","","5831 BEGONIA RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"163488-0000","","2184","","3200 ANNISTON RD JACKSONVILLE 32246-","","32246-","","False","","0","","False"
"038089-0000","","2184.78","","5016 TALLYHO AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"143372-0000","","2184.81","","1439 ALETHA DR JACKSONVILLE 32211-","","32211-","","False","","0","","False"
"041916-0705","","2185.06","","5349 N TUBMAN DR JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"111152-0000","","2185.98","","5630 ALTA ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"084368-0000","","2186.51","","3729 N CANAL ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"037829-0000","","2188.03","","4681 FREDERICKSBURG AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"104822-0000","","2190.06","","4036 BLANDING BLVD JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"130473-0000","","2190.09","","2927 REDMOND AVE JACKSONVILLE 32207-","","32207-","","False","","0","","False"
"004018-0600","","2191.05","","7412 SYCAMORE ST JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"019622-0065","","2191.11","","3324 LANNIE RD JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"076877-0000","","2191.72","","2025 YULEE ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"083816-0000","","2192.37","","5238 CHENANGO BLVD JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"032241-0000","","2193.73","","1730 BASSETT RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"163652-0000","","2195.37","","S ST JOHNS BLUFF RD JACKSONVILLE 32246-","","32246-","","False","","0","","False"
"028042-0000","","2195.59","","5831 BEGONIA RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"033549-0000","","2196.38","","717 E 56TH ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"070939-0010","","2196.4","","115 E 3RD ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"093834-0000","","2196.68","","4315 PALMER AVE JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"034903-0000","","2196.76","","39 W 58TH ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"130814-0000","","2197.48","","754 SPEARING ST JACKSONVILLE 32202-","","32202-","","False","","0","","False"
"042076-0000","","2198.03","","5208 W MONCRIEF RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"039612-0000","","2199","","8563 DARLINGTON DR JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"040697-0000","","2199.16","","7127 W RHODE ISLAND DR JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"013165-0010","","2199.24","","4530 LAMBING RD JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"024230-0000","","2200.36","","7506 LUEDERS AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"051833-0000","","2200.73","","1999 W 4TH ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"032045-0000","","2200.79","","4652 NELMAR PL JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"019690-0155","","2201.24","","13139 COLE CT JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"015994-0020","","2201.32","","7569 PARK CITY DR JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"027557-0000","","2202.68","","140 W 42ND ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"026319-0000","","2203.1","","1800 ROWE AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"015371-0030","","2203.64","","6220 CONNIE JEAN RD JACKSONVILLE 32222-","","32222-","","False","","0","","False"
"103529-6580","","2205.57","","5864 LISKA DR JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"104274-0000","","2206.73","","6341 W PENNANT DR JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"084053-0010","","2207.1","","3636 OLD KINGS RD JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"020282-0230","","2207.15","","10710 MEADOWLEA DR JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"010105-0000","","2209.25","","2002 FOURAKER RD JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"063504-0000","","2209.25","","3158 ROSSELLE ST JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"158136-2012","","2209.59","","MARBON RD JACKSONVILLE 32223-","","32223-","","False","","0","","False"
"026444-0010","","2210.02","","1987 ROWE AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"028624-0000","","2211.37","","5724 LIPPIA CT JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"000971-4095","","2212.52","","16584 WARING BLVD JACKSONVILLE 32234-","","32234-","","False","","0","","False"
"038902-0000","","2212.59","","9613 EVESHAM RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"161385-0000","","2214.14","","1569 E HOLLY OAKS LAKE RD JACKSONVILLE 32225-","","32225-","","False","","0","","False"
"036223-0000","","2215.53","","8776 5TH AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"071025-0000","","2215.7","","MAIN ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"071612-0000","","2215.98","","1734 LAURA ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"038426-0000","","2216.17","","9022 CASTLE BLVD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"162883-0153","","2217.01","","367 GREENCASTLE RD 76 JACKSONVILLE 32225-","","32225-","","False","","0","","False"
"044281-0374","","2217.51","","11531 CRICKET CT JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"036064-0000","","2217.75","","9048 LEM TURNER RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"036011-0000","","2218.42","","9166 3RD AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"059434-0000","","2218.95","","970 DOUGLAS CIR JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"060096-0000","","2222.25","","5420 LOIS AVE JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"021035-0000","","2222.51","","2791 BROWARD RD JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"094871-0000","","2222.55","","5218 COLONIAL AVE JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"143844-0000","","2222.89","","329 CENTURY ST JACKSONVILLE 32211-","","32211-","","False","","0","","False"
"020688-0010","","2223","","24 CLARK RD JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"141583-0000","","2223.87","","6848 S BRANDEMERE RD JACKSONVILLE 32211-","","32211-","","False","","0","","False"
"041225-0000","","2224.91","","6808 E HOMER RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"037033-0000","","2225.01","","1807 CLYDE ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"086541-0000","","2225.81","","3811 PERRY ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"016258-0000","","2225.94","","TAYLOR FIELD RD JACKSONVILLE 32222-","","32222-","","False","","0","","False"
"027028-0000","","2225.99","","7634 ORIOLE ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"070307-0000","","2226.21","","3821 ROBSON ST JACKSONVILLE 32207-","","32207-","","False","","0","","False"
"157968-0000","","2228.67","","12832 OLD ST AUGUSTINE RD JACKSONVILLE 32258-2237","","32258-2237","","False","","0","","False"
"112979-0000","","2229.87","","FT CAROLINE RD JACKSONVILLE 32225-","","32225-","","False","","0","","False"
"086216-0000","","2230.87","","2199 BENEDICT RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"148106-0775","","2231.08","","4915 BAYMEADOWS RD 8B JACKSONVILLE 32217-","","32217-","","False","","0","","False"
"036725-0000","","2231.4","","2319 BROOM ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"039698-0000","","2231.83","","8522 OAK LEAF RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"025010-0000","","2232.41","","6831 RESTLAWN DR JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"001142-0400","","2232.57","","S US 301 HWY JACKSONVILLE 32234-","","32234-","","False","","0","","False"
"020688-0000","","2232.61","","8 CLARK RD JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"031508-0000","","2233.73","","258 E 45TH ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"120609-2476","","2235.92","","7920 MERRILL RD 1014 JACKSONVILLE 32277-","","32277-","","False","","0","","False"
"059082-0000","","2237.12","","3536 ROCKWOOD DR JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"050026-0000","","2238.02","","3058 W 9TH ST JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"024586-0000","","2238.35","","1637 CHATHAM RD JACKSONVILLE 32208-","","32208-","","True","2025-12-10","6909.28","32256","True"
"008897-8320","","2238.83","","1219 W SUMMIT OAKS DR JACKSONVILLE 32221-","","32221-","","False","","0","","False"
"045480-0000","","2239.58","","2811 N DAVIS ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"128551-0000","","2240.7","","5532 WINDERMERE DR JACKSONVILLE 32211-","","32211-","","False","","0","","False"
"160819-0120","","2243.13","","HIDDEN MARSH CT JACKSONVILLE 32226-","","32226-","","False","","0","","False"
"038019-0000","","2243.16","","5078 FREDERICKSBURG AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"041109-0000","","2243.38","","4149 LOCKHART DR JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"095391-0000","","2244.26","","3115 LAKE SHORE BLVD JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"039741-0000","","2244.54","","4313 HARBOR VIEW DR JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"046448-0000","","2244.57","","1517 W 14TH ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"026593-0000","","2244.65","","1208 IDA ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"066623-0000","","2245.04","","5015 ALPHA AVE JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"023082-0000","","2246.25","","3344 SOUTEL DR JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"158927-1066","","2246.38","","3737 LORETTO RD 402 JACKSONVILLE 32223-","","32223-","","False","","0","","False"
"148152-1266","","2246.94","","4335 S PLAZA GATE LN 201 JACKSONVILLE 32217-","","32217-","","False","","0","","False"
"168465-0000","","2247.67","","1114 NANTUCKET AVE JACKSONVILLE 32233-","","32233-","","False","","0","","False"
"039724-0000","","2247.82","","8540 HOWELL DR JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"086140-0000","","2248.2","","2158 WILBERFORCE RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"011328-0000","","2248.83","","6725 ARQUES RD JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"120609-2476","","2249.18","","7920 MERRILL RD 1014 JACKSONVILLE 32277-","","32277-","","False","","0","","False"
"137922-0000","","2250.87","","2547 STEIN ST JACKSONVILLE 32216-","","32216-","","False","","0","","False"
"065402-0000","","2251.71","","4603 TUNIS ST JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"030290-0006","","2252.52","","5911 N JOHN F KENNEDY DR JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"160265-0000","","2252.62","","HARBOUR NORTH CT JACKSONVILLE 32225-","","32225-","","False","","0","","False"
"072053-0000","","2253.69","","1929 PERRY ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"037404-0010","","2254.77","","8790 JEFFERSON AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"028042-0000","","2254.81","","5831 BEGONIA RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"087823-0000","","2254.88","","4544 PEARL ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"061023-0000","","2255.8","","3259 DELLWOOD AVE JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"005333-0000","","2256.23","","347 BEVERLY LN JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"042177-0084","","2256.34","","6974 ROBERT F KENNEDY CIR JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"091940-0010","","2257.81","","DANCY ST JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"038359-0000","","2258.95","","9427 SPOTTSWOOD RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"013351-0015","","2259.33","","8338 SUSIE ST B JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"167316-4310","","2259.8","","13146 N ANNANDALE DR JACKSONVILLE 32225-","","32225-","","False","","0","","False"
"024949-0000","","2260.61","","2260 FOREST HILLS RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"128733-0000","","2261.73","","1814 N UNIVERSITY BLVD JACKSONVILLE 32211-","","32211-","","False","","0","","False"
"088364-0000","","2263.19","","4019 MONCRIEF RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"030290-0050","","2263.83","","5933 CHARLES D EVERS DR JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"033163-0000","","2263.92","","262 W 66TH ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"009724-0000","","2264.32","","7921 LORIENT DR JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"053426-0000","","2264.78","","2036 W DURKEE DR JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"165288-5020","","2265.86","","11506 DELEGATE CT JACKSONVILLE 32246-","","32246-","","False","","0","","False"
"087211-0000","","2265.9","","1843 W 24TH ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"098338-0050","","2267.66","","5726 HURDIA RD JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"063027-0000","","2268.12","","2856 GILMORE ST JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"020507-0000","","2268.49","","2839 MYRTIS RD JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"025776-0000","","2269.38","","2811 AUBREY AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"003475-0000","","2272.35","","6859 OLD KINGS RD JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"059389-0100","","2273.79","","475 S ELLIS RD JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"045967-0000","","2274.53","","1597 W 19TH ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"002893-1000","","2275.44","","7563 JONES RD JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"168936-0000","","2275.78","","2983 MAYPORT RD JACKSONVILLE 32233-","","32233-","","False","","0","","False"
"018470-0000","","2276.49","","2402 S LANE AVE JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"004264-0900","","2276.51","","11630 SIMMONS RD JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"042006-0000","","2277.52","","6223 WOODLAWN CT JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"154039-8650","","2279.6","","3857 MISSION DR 7 JACKSONVILLE 32217-","","32217-","","False","","0","","False"
"004398-0000","","2280.98","","3159 N LANE AVE JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"095562-0000","","2280.99","","5007 E DIAN WOOD DR JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"038115-0000","","2281.38","","5033 PRINCELY AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"043535-0000","","2281.4","","2417 QUAIL AVE JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"109463-0000","","2281.44","","11269 N MAIN ST JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"022279-0000","","2283.52","","NEW KINGS RD JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"120609-2476","","2283.58","","7920 MERRILL RD 1014 JACKSONVILLE 32277-","","32277-","","False","","0","","False"
"055852-0000","","2283.85","","2305 W BEAVER ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"038009-0000","","2284.52","","8959 CASTLE BLVD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"114416-0000","","2284.64","","1312 FRANKLIN ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"030290-0010","","2285.87","","5929 N JOHN F KENNEDY DR JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"020282-2995","","2286.24","","10585 MAIDSTONE COVE DR JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"010773-0000","","2287.14","","957 GRANVILLE RD JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"072406-0000","","2287.51","","1533 N LIBERTY ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"031001-0000","","2287.84","","5714 POITIER DR JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"059409-0000","","2288.49","","5525 HARROLD AVE JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"004640-0010","","2288.8","","9675 COMMONWEALTH AVE JACKSONVILLE 32220-","","32220-","","False","","0","","False"
"106700-0000","","2288.81","","12595 PULASKI RD JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"160575-0000","","2288.9","","4408 BLUFF AVE JACKSONVILLE 32225-","","32225-","","False","","0","","False"
"029676-0000","","2289.4","","9545 LEM TURNER RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"035029-0000","","2289.89","","275 W 62ND ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"114853-0000","","2290.04","","1512 EVERGREEN AVE JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"103740-0000","","2290.12","","5230 ORTEGA FARMS BLVD JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"024672-0000","","2290.45","","8117 MERIVALE RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"167749-0230","","2291.43","","9831 DEL WEBB PKWY 4208 JACKSONVILLE 32256-","","32256-","","False","","0","","False"
"025524-0000","","2292.93","","6726 CAVALIER RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"066732-0000","","2293.01","","6011 MARSHA DR JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"084207-0000","","2293.69","","1985 W 30TH ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"136812-0010","","2294.39","","2009 ART MUSEUM DR JACKSONVILLE 32207-","","32207-","","False","","0","","False"
"038709-0000","","2294.46","","5404 ROANOKE BLVD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"039457-0000","","2294.46","","4811 EVANSTON RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"154039-8084","","2296.37","","6655 BELL TOWER CT 4 JACKSONVILLE 32217-","","32217-","","False","","0","","False"
"070490-0000","","2298.53","","816 N BROAD ST JACKSONVILLE 32202-","","32202-","","False","","0","","False"
"131555-0000","","2299.75","","1803 E 25TH ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"059640-0065","","2300.1","","5673 NORMANDY BLVD JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"028042-0000","","2303.6","","5831 BEGONIA RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"022356-0000","","2303.7","","6050 W MONCRIEF RD JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"072922-0100","","2303.99","","1051 WALNUT ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"136163-1562","","2304.51","","8601 BEACH BLVD 112 JACKSONVILLE 32216-","","32216-","","False","","0","","False"
"041535-0000","","2304.93","","7462 RICHARDSON RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"145267-0000","","2305.4","","7216 SILVER LAKE TER JACKSONVILLE 32216-","","32216-","","False","","0","","False"
"024465-0000","","2306.2","","8139 WHITE PLAINS RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"058277-0000","","2307.21","","3330 COLUMBUS AVE JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"126654-0000","","2309.66","","2048 CALJON RD JACKSONVILLE 32207-","","32207-","","False","","0","","False"
"031164-0000","","2310.57","","6186 BASSANOVA CT JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"019186-0000","","2311.42","","2319 EUDINE DR JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"099134-1016","","2311.56","","8337 PINEVERDE LN JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"083882-0000","","2312.3","","5136 OLD KINGS RD JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"039563-0000","","2312.7","","8619 DARLINGTON DR JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"037688-0000","","2316.2","","9534 RIDGE BLVD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"004806-0000","","2318.96","","1709 BULLS BAY HWY JACKSONVILLE 32220-","","32220-","","False","","0","","False"
"086024-0000","","2319.4","","5518 SPELMAN RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"127874-0000","","2320.72","","4541 FULTON AVE JACKSONVILLE 32207-","","32207-","","False","","0","","False"
"129276-0000","","2321.16","","1114 LAS ROBIDA DR JACKSONVILLE 32211-","","32211-","","False","","0","","False"
"164497-0000","","2322.05","","1725 CORTEZ RD JACKSONVILLE 32246-","","32246-","","False","","0","","False"
"035056-0000","","2322.45","","321 W 60TH ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"158093-7550","","2323","","12334 S STOCKBRIDGE CT JACKSONVILLE 32258-","","32258-","","False","","0","","False"
"098338-0000","","2326.69","","5704 HURDIA RD JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"163652-0000","","2327.49","","S ST JOHNS BLUFF RD JACKSONVILLE 32246-","","32246-","","False","","0","","False"
"167453-5210","","2327.79","","13700 N RICHMOND PARK DR 1201 JACKSONVILLE 32224-","","32224-","","False","","0","","False"
"010733-0000","","2328.13","","858 GRANVILLE RD JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"073641-0010","","2329.14","","416 E CHURCH ST JACKSONVILLE 32202-","","32202-","","False","","0","","False"
"028493-0000","","2329.3","","2426 LANTANA AVE JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"045194-0000","","2329.52","","524 W 17TH ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"104227-0000","","2329.54","","6247 COMMODORE DR JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"106150-0990","","2329.74","","1660 JAKE RD JACKSONVILLE 32226-","","32226-","","False","","0","","False"
"133597-0000","","2330.46","","107 W 27TH ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"000771-0000","","2330.8","","280 W U S 90 BALDWIN 32234-","","32234-","","False","","0","","False"
"144493-0000","","2332.06","","8204 DANDY AVE JACKSONVILLE 32211-","","32211-","","False","","0","","False"
"068570-0000","","2332.16","","5335 LEXINGTON AVE JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"164000-0000","","2332.76","","2435 CORTEZ RD JACKSONVILLE 32246-","","32246-","","False","","0","","False"
"037157-0000","","2333.63","","9034 HARRISON AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"160449-0000","","2333.94","","4504 CHARLES BENNETT DR JACKSONVILLE 32225-","","32225-","","False","","0","","False"
"037594-0000","","2335.18","","4715 TROUT RIVER BLVD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"087246-0000","","2336.27","","3604 MONCRIEF RD JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"030290-0056","","2336.63","","5955 CHARLES D EVERS DR JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"003663-0000","","2336.93","","6218 BLUEBIRD RD JACKSONVILLE 32219-","","32219-","","False","","0","","False"
"028387-0000","","2337.34","","6403 LOBELIA ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"060771-0000","","2337.95","","4838 ROSSELLE ST JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"004808-0005","","2339.01","","1038 BULLS BAY HWY JACKSONVILLE 32220-","","32220-","","False","","0","","False"
"039173-0000","","2339.16","","4905 ARROWSMITH RD JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"103501-0040","","2339.4","","6525 DOR MIL CT JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"067947-0000","","2340.13","","1169 LAKE SHORE BLVD JACKSONVILLE 32205-","","32205-","","False","","0","","False"
"086314-0000","","2340.22","","2252 W 45TH ST JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"110314-0000","","2340.27","","11475 EMUNESS RD JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"025646-0000","","2340.36","","2653 SANDRA LN JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"136240-0545","","2340.71","","442 CRANES LANDING CT JACKSONVILLE 32216-","","32216-","","False","","0","","False"
"053353-0000","","2341.53","","1801 MYRTLE AVE JACKSONVILLE 32209-","","32209-","","False","","0","","False"
"005827-0010","","2342.15","","7824 PASCHAL ST JACKSONVILLE 32220-","","32220-","","False","","0","","False"
"014233-0000","","2342.65","","7249 KIVLER DR JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"149206-0220","","2342.72","","7701 TIMBERLIN PARK BLVD 625 JACKSONVILLE 32256-","","32256-","","False","","0","","False"
"018577-0000","","2342.86","","6965 GOLDILOCKS LN JACKSONVILLE 32210-","","32210-","","False","","0","","False"
"037161-0000","","2342.94","","9021 VAN BUREN AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"043560-0000","","2343.4","","2475 DRAKE AVE JACKSONVILLE 32218-","","32218-","","False","","0","","False"
"038219-0000","","2343.93","","5041 FREDERICKSBURG AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"023498-0000","","2344.04","","1141 BRANDYWINE ST JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"099134-3600","","2345.09","","8758 PINEVALLEY LN JACKSONVILLE 32244-","","32244-","","False","","0","","False"
"133426-0000","","2346.03","","15 E 25TH ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"038613-0000","","2347.52","","5045 DONCASTER AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"039376-0000","","2348.37","","4632 N ABERDARE AVE JACKSONVILLE 32208-","","32208-","","False","","0","","False"
"071525-0000","","2348.53","","1610 PERRY ST JACKSONVILLE 32206-","","32206-","","False","","0","","False"
"007442-0010","","2349.31","","HENDERSON RD JACKSONVILLE 32254-","","32254-","","False","","0","","False"
"154260-0100","","2349.8","","7697 BRIDGES ST JACKSONVILLE 32216-","","32216-","","False","","0","","False"
