"parcel","normalized_id","max_months_out","has_tda","threat_level"
"079105-0000","0791050000","22","False","3_18mths_or_more_no_tda"
"080756-0000","0807560000","23","True","1_TaxDeedApplication"
"081827-0000","0818270000","22","False","3_18mths_or_more_no_tda"
"081906-0000","0819060000","23","True","1_TaxDeedApplication"
"082441-0000","0824410000","22","False","3_18mths_or_more_no_tda"
"083816-0000","0838160000","23","True","1_TaxDeedApplication"
"083827-0000","0838270000","17","False","0_None"
"083882-0000","0838820000","28","True","1_TaxDeedApplication"
"083923-0000","0839230000","23","True","1_TaxDeedApplication"
"084053-0010","0840530010","22","False","3_18mths_or_more_no_tda"
"084207-0000","0842070000","23","True","1_TaxDeedApplication"
"084596-0000","0845960000","23","True","1_TaxDeedApplication"
"086024-0000","0860240000","23","True","1_TaxDeedApplication"
"086140-0000","0861400000","3","False","0_None"
"086314-0000","0863140000","24","False","3_18mths_or_more_no_tda"
"086437-0000","0864370000","22","False","3_18mths_or_more_no_tda"
"086651-0000","0866510000","22","False","3_18mths_or_more_no_tda"
"087396-0000","0873960000","24","False","3_18mths_or_more_no_tda"
"087407-0000","0874070000","35","False","3_18mths_or_more_no_tda"
"087465-0000","0874650000","23","False","3_18mths_or_more_no_tda"
"088354-0000","0883540000","22","False","3_18mths_or_more_no_tda"
"090150-0000","0901500000","22","False","3_18mths_or_more_no_tda"
"090807-0000","0908070000","22","True","1_TaxDeedApplication"
"091677-0030","0916770030","21","False","3_18mths_or_more_no_tda"
"091940-0010","0919400010","22","False","3_18mths_or_more_no_tda"
"092584-0000","0925840000","23","False","3_18mths_or_more_no_tda"
"093294-0000","0932940000","23","True","1_TaxDeedApplication"
"093325-0000","0933250000","22","False","3_18mths_or_more_no_tda"
"093580-0000","0935800000","22","False","3_18mths_or_more_no_tda"
"093747-0000","0937470000","22","False","3_18mths_or_more_no_tda"
"093834-0000","0938340000","23","False","3_18mths_or_more_no_tda"
"093851-0000","0938510000","22","False","3_18mths_or_more_no_tda"
"094194-0000","0941940000","21","False","3_18mths_or_more_no_tda"
"094403-0000","0944030000","22","False","3_18mths_or_more_no_tda"
"095035-0000","0950350000","34","False","3_18mths_or_more_no_tda"
"095503-0000","0955030000","23","True","1_TaxDeedApplication"
"095504-0000","0955040000","23","True","1_TaxDeedApplication"
"095553-0000","0955530000","23","True","1_TaxDeedApplication"
"095554-0000","0955540000","23","True","1_TaxDeedApplication"
"095555-0000","0955550000","23","True","1_TaxDeedApplication"
"096317-0000","0963170000","21","False","3_18mths_or_more_no_tda"
"096751-0000","0967510000","22","False","3_18mths_or_more_no_tda"
"097052-0000","0970520000","24","False","3_18mths_or_more_no_tda"
"097061-0000","0970610000","23","False","3_18mths_or_more_no_tda"
"097218-0000","0972180000","22","False","3_18mths_or_more_no_tda"
"097343-0000","0973430000","22","False","3_18mths_or_more_no_tda"
"097567-0000","0975670000","22","False","3_18mths_or_more_no_tda"
"097857-0000","0978570000","21","False","3_18mths_or_more_no_tda"
"098338-0000","0983380000","22","False","3_18mths_or_more_no_tda"
"098338-0050","0983380050","22","True","1_TaxDeedApplication"
"098976-0000","0989760000","23","False","3_18mths_or_more_no_tda"
"099091-0000","0990910000","22","False","3_18mths_or_more_no_tda"
"099134-1942","0991341942","21","False","3_18mths_or_more_no_tda"
"099135-0030","0991350030","22","False","3_18mths_or_more_no_tda"
"099972-0000","0999720000","22","False","3_18mths_or_more_no_tda"
"099988-0000","0999880000","22","False","3_18mths_or_more_no_tda"
"100005-0000","1000050000","23","True","1_TaxDeedApplication"
"101120-0000","1011200000","22","False","3_18mths_or_more_no_tda"
"101220-0000","1012200000","22","False","3_18mths_or_more_no_tda"
"101230-0000","1012300000","23","False","3_18mths_or_more_no_tda"
"101538-0000","1015380000","22","False","3_18mths_or_more_no_tda"
"101778-0000","1017780000","22","False","3_18mths_or_more_no_tda"
"102958-0002","1029580002","0","False","0_None"
"103134-0000","1031340000","23","False","3_18mths_or_more_no_tda"
"103200-0000","1032000000","10","True","1_TaxDeedApplication"
"103338-0000","1033380000","22","False","3_18mths_or_more_no_tda"
"103341-1000","1033411000","22","False","3_18mths_or_more_no_tda"
"103517-2070","1035172070","23","False","3_18mths_or_more_no_tda"
"103603-0000","1036030000","22","False","3_18mths_or_more_no_tda"
"103740-0000","1037400000","22","False","3_18mths_or_more_no_tda"
"103826-0000","1038260000","22","False","3_18mths_or_more_no_tda"
"104441-0000","1044410000","22","False","3_18mths_or_more_no_tda"
"104582-0000","1045820000","23","False","3_18mths_or_more_no_tda"
"104681-0000","1046810000","35","True","1_TaxDeedApplication"
"104829-0000","1048290000","22","False","3_18mths_or_more_no_tda"
"104990-0000","1049900000","22","False","3_18mths_or_more_no_tda"
"105286-0000","1052860000","23","True","1_TaxDeedApplication"
"105474-0000","1054740000","22","False","3_18mths_or_more_no_tda"
"105506-0000","1055060000","23","True","1_TaxDeedApplication"
"105722-3040","1057223040","23","False","3_18mths_or_more_no_tda"
"105810-1244","1058101244","22","False","3_18mths_or_more_no_tda"
"106088-2335","1060882335","22","False","3_18mths_or_more_no_tda"
"106153-0035","1061530035","23","True","1_TaxDeedApplication"
"106277-0310","1062770310","22","False","3_18mths_or_more_no_tda"
"106381-0590","1063810590","22","False","3_18mths_or_more_no_tda"
"106385-0010","1063850010","22","False","3_18mths_or_more_no_tda"
"106432-0010","1064320010","22","False","3_18mths_or_more_no_tda"
"106578-7340","1065787340","22","False","3_18mths_or_more_no_tda"
"106606-6170","1066066170","35","True","1_TaxDeedApplication"
"106916-0000","1069160000","22","False","3_18mths_or_more_no_tda"
"106935-0510","1069350510","24","False","3_18mths_or_more_no_tda"
"107005-0030","1070050030","22","False","3_18mths_or_more_no_tda"
"107038-0000","1070380000","22","False","3_18mths_or_more_no_tda"
"107413-0000","1074130000","23","False","3_18mths_or_more_no_tda"
"107589-0002","1075890002","23","True","1_TaxDeedApplication"
"107854-0040","1078540040","20","False","3_18mths_or_more_no_tda"
"108006-0000","1080060000","22","False","3_18mths_or_more_no_tda"
"108072-0890","1080720890","22","False","3_18mths_or_more_no_tda"
"108082-0015","1080820015","22","False","3_18mths_or_more_no_tda"
"108092-0150","1080920150","22","False","3_18mths_or_more_no_tda"
"108245-0000","1082450000","22","False","3_18mths_or_more_no_tda"
"108321-0010","1083210010","22","False","3_18mths_or_more_no_tda"
"108409-1500","1084091500","22","False","3_18mths_or_more_no_tda"
"108433-0200","1084330200","20","False","3_18mths_or_more_no_tda"
"108755-0000","1087550000","22","False","3_18mths_or_more_no_tda"
"108822-0025","1088220025","23","True","1_TaxDeedApplication"
"108889-0020","1088890020","22","False","3_18mths_or_more_no_tda"
"108927-1454","1089271454","21","False","3_18mths_or_more_no_tda"
"108964-0556","1089640556","22","False","3_18mths_or_more_no_tda"
"109463-0000","1094630000","22","False","3_18mths_or_more_no_tda"
"109645-0000","1096450000","23","False","3_18mths_or_more_no_tda"
"109646-0010","1096460010","22","False","3_18mths_or_more_no_tda"
"110444-0000","1104440000","22","False","3_18mths_or_more_no_tda"
"110606-0155","1106060155","22","False","3_18mths_or_more_no_tda"
"110640-0030","1106400030","22","False","3_18mths_or_more_no_tda"
"110724-0000","1107240000","23","False","3_18mths_or_more_no_tda"
"110814-0000","1108140000","22","False","3_18mths_or_more_no_tda"
"110903-0050","1109030050","22","False","3_18mths_or_more_no_tda"
"111351-0000","1113510000","44","True","1_TaxDeedApplication"
"111414-0260","1114140260","22","False","3_18mths_or_more_no_tda"
"111493-0950","1114930950","23","False","3_18mths_or_more_no_tda"
"111493-1790","1114931790","21","False","3_18mths_or_more_no_tda"
"111695-0000","1116950000","22","False","3_18mths_or_more_no_tda"
"111707-0000","1117070000","20","False","3_18mths_or_more_no_tda"
"111746-0000","1117460000","45","False","3_18mths_or_more_no_tda"
"112202-0000","1122020000","22","False","3_18mths_or_more_no_tda"
"112332-3335","1123323335","22","False","3_18mths_or_more_no_tda"
"112436-0000","1124360000","22","False","3_18mths_or_more_no_tda"
"112853-0540","1128530540","22","False","3_18mths_or_more_no_tda"
"112889-1630","1128891630","22","False","3_18mths_or_more_no_tda"
"112955-0100","1129550100","22","False","3_18mths_or_more_no_tda"
"112979-0000","1129790000","22","False","3_18mths_or_more_no_tda"
"113033-6155","1130336155","22","False","3_18mths_or_more_no_tda"
"113190-0000","1131900000","23","True","1_TaxDeedApplication"
"113313-1026","1133131026","21","False","3_18mths_or_more_no_tda"
"114416-0000","1144160000","23","False","3_18mths_or_more_no_tda"
"114853-0000","1148530000","22","False","3_18mths_or_more_no_tda"
"115315-0000","1153150000","22","True","1_TaxDeedApplication"
"115655-0000","1156550000","63","False","3_18mths_or_more_no_tda"
"115858-0000","1158580000","22","False","3_18mths_or_more_no_tda"
"116637-0000","1166370000","23","True","1_TaxDeedApplication"
"116797-0000","1167970000","22","False","3_18mths_or_more_no_tda"
"116865-0000","1168650000","22","False","3_18mths_or_more_no_tda"
"116915-0000","1169150000","23","False","3_18mths_or_more_no_tda"
"117254-0000","1172540000","21","False","3_18mths_or_more_no_tda"
"117553-0000","1175530000","23","False","3_18mths_or_more_no_tda"
"117887-0000","1178870000","22","False","3_18mths_or_more_no_tda"
"118339-0000","1183390000","19","False","3_18mths_or_more_no_tda"
"118908-0000","1189080000","23","True","1_TaxDeedApplication"
"118919-0000","1189190000","21","False","3_18mths_or_more_no_tda"
"118994-0000","1189940000","22","False","3_18mths_or_more_no_tda"
"119513-0000","1195130000","23","False","3_18mths_or_more_no_tda"
"120540-0000","1205400000","22","False","3_18mths_or_more_no_tda"
"120609-2476","1206092476","25","True","1_TaxDeedApplication"
"120799-0184","1207990184","22","False","3_18mths_or_more_no_tda"
"120881-0500","1208810500","23","True","1_TaxDeedApplication"
"121029-0000","1210290000","11","True","1_TaxDeedApplication"
"121145-0000","1211450000","22","False","3_18mths_or_more_no_tda"
"121322-0000","1213220000","23","False","3_18mths_or_more_no_tda"
"121358-0000","1213580000","29","True","1_TaxDeedApplication"
"121520-0000","1215200000","20","False","3_18mths_or_more_no_tda"
"121564-0000","1215640000","22","False","3_18mths_or_more_no_tda"
"121786-0000","1217860000","22","False","3_18mths_or_more_no_tda"
"122842-0010","1228420010","23","True","1_TaxDeedApplication"
"123158-0000","1231580000","22","True","1_TaxDeedApplication"
"123345-0000","1233450000","21","False","3_18mths_or_more_no_tda"
"123441-0000","1234410000","22","False","3_18mths_or_more_no_tda"
"123452-0000","1234520000","22","False","3_18mths_or_more_no_tda"
"124017-0000","1240170000","22","False","3_18mths_or_more_no_tda"
"124227-0000","1242270000","22","True","1_TaxDeedApplication"
"124588-0000","1245880000","22","False","3_18mths_or_more_no_tda"
"124771-0000","1247710000","23","True","1_TaxDeedApplication"
"124875-0000","1248750000","22","False","3_18mths_or_more_no_tda"
"125003-0000","1250030000","23","False","3_18mths_or_more_no_tda"
"125037-0000","1250370000","22","False","3_18mths_or_more_no_tda"
"125192-0000","1251920000","22","False","3_18mths_or_more_no_tda"
"125517-0000","1255170000","22","False","3_18mths_or_more_no_tda"
"125700-0000","1257000000","22","False","3_18mths_or_more_no_tda"
"126132-0000","1261320000","22","False","3_18mths_or_more_no_tda"
"126135-0010","1261350010","34","False","3_18mths_or_more_no_tda"
"127063-0000","1270630000","22","False","3_18mths_or_more_no_tda"
"128616-0000","1286160000","23","True","1_TaxDeedApplication"
"128670-0000","1286700000","21","False","3_18mths_or_more_no_tda"
"128804-0000","1288040000","22","False","3_18mths_or_more_no_tda"
"129382-0020","1293820020","22","False","3_18mths_or_more_no_tda"
"129625-0000","1296250000","22","False","3_18mths_or_more_no_tda"
"129957-5594","1299575594","0","False","0_None"
"130472-0000","1304720000","22","False","3_18mths_or_more_no_tda"
"130473-0000","1304730000","22","False","3_18mths_or_more_no_tda"
"131492-0000","1314920000","19","False","3_18mths_or_more_no_tda"
"131555-0000","1315550000","22","False","3_18mths_or_more_no_tda"
"132519-0000","1325190000","23","True","1_TaxDeedApplication"
"132597-0000","1325970000","22","False","3_18mths_or_more_no_tda"
"132719-0000","1327190000","22","False","3_18mths_or_more_no_tda"
"133431-0000","1334310000","22","False","3_18mths_or_more_no_tda"
"134396-0000","1343960000","21","False","3_18mths_or_more_no_tda"
"134650-0000","1346500000","22","False","3_18mths_or_more_no_tda"
"134828-0000","1348280000","23","False","3_18mths_or_more_no_tda"
"135167-0000","1351670000","22","False","3_18mths_or_more_no_tda"
"135788-0000","1357880000","27","True","1_TaxDeedApplication"
"136163-1667","1361631667","22","False","3_18mths_or_more_no_tda"
"136240-0545","1362400545","22","False","3_18mths_or_more_no_tda"
"136256-0000","1362560000","23","False","3_18mths_or_more_no_tda"
"136318-0000","1363180000","22","False","3_18mths_or_more_no_tda"
"136380-0010","1363800010","22","False","3_18mths_or_more_no_tda"
"136956-0100","1369560100","47","False","3_18mths_or_more_no_tda"
"137087-0000","1370870000","42","True","1_TaxDeedApplication"
"137130-0000","1371300000","22","False","3_18mths_or_more_no_tda"
"137140-0515","1371400515","22","False","3_18mths_or_more_no_tda"
"137339-0000","1373390000","22","False","3_18mths_or_more_no_tda"
"137462-0000","1374620000","20","False","3_18mths_or_more_no_tda"
"138939-0000","1389390000","23","False","3_18mths_or_more_no_tda"
"139319-0000","1393190000","22","False","3_18mths_or_more_no_tda"
"139467-0000","1394670000","21","False","3_18mths_or_more_no_tda"
"139535-0000","1395350000","34","False","3_18mths_or_more_no_tda"
"140252-0000","1402520000","22","False","3_18mths_or_more_no_tda"
"141118-0010","1411180010","22","False","3_18mths_or_more_no_tda"
"141199-0000","1411990000","22","True","1_TaxDeedApplication"
"141558-0000","1415580000","22","False","3_18mths_or_more_no_tda"
"141704-0000","1417040000","10","False","0_None"
"142557-0000","1425570000","23","False","3_18mths_or_more_no_tda"
"142988-0000","1429880000","23","True","1_TaxDeedApplication"
"143372-0000","1433720000","22","False","3_18mths_or_more_no_tda"
"143572-0000","1435720000","22","False","3_18mths_or_more_no_tda"
"144251-0000","1442510000","23","True","1_TaxDeedApplication"
"144816-0000","1448160000","23","True","1_TaxDeedApplication"
"144828-0000","1448280000","23","True","1_TaxDeedApplication"
"144917-0010","1449170010","22","False","3_18mths_or_more_no_tda"
"144988-0000","1449880000","24","False","3_18mths_or_more_no_tda"
"145132-0000","1451320000","22","False","3_18mths_or_more_no_tda"
"146036-5156","1460365156","23","True","1_TaxDeedApplication"
"146811-0010","1468110010","22","False","3_18mths_or_more_no_tda"
"146823-0000","1468230000","22","False","3_18mths_or_more_no_tda"
"146842-0000","1468420000","0","False","0_None"
"147424-0000","1474240000","19","False","3_18mths_or_more_no_tda"
"147588-0000","1475880000","11","False","0_None"
"147707-0000","1477070000","38","True","1_TaxDeedApplication"
"147984-0260","1479840260","23","True","1_TaxDeedApplication"
"148152-1266","1481521266","26","False","3_18mths_or_more_no_tda"
"148320-0516","1483200516","23","False","3_18mths_or_more_no_tda"
"148457-0000","1484570000","23","False","3_18mths_or_more_no_tda"
"148472-0000","1484720000","22","False","3_18mths_or_more_no_tda"
"148514-0594","1485140594","22","False","3_18mths_or_more_no_tda"
"148514-3002","1485143002","24","True","1_TaxDeedApplication"
"148521-0206","1485210206","21","False","3_18mths_or_more_no_tda"
"148522-5022","1485225022","21","False","3_18mths_or_more_no_tda"
"148631-2316","1486312316","22","False","3_18mths_or_more_no_tda"
"148632-0652","1486320652","23","False","3_18mths_or_more_no_tda"
"148635-0254","1486350254","22","False","3_18mths_or_more_no_tda"
"148704-0178","1487040178","22","False","3_18mths_or_more_no_tda"
"149016-7070","1490167070","0","False","0_None"
"149016-7914","1490167914","23","True","1_TaxDeedApplication"
"149017-6040","1490176040","0","False","0_None"
"149020-0000","1490200000","49","True","1_TaxDeedApplication"
"149077-1016","1490771016","0","False","0_None"
"149206-0370","1492060370","1","False","0_None"
"149235-0020","1492350020","21","False","3_18mths_or_more_no_tda"
"149265-0010","1492650010","21","False","3_18mths_or_more_no_tda"
"149620-0162","1496200162","22","False","3_18mths_or_more_no_tda"
"150440-0000","1504400000","32","False","3_18mths_or_more_no_tda"
"150775-0000","1507750000","22","True","1_TaxDeedApplication"
"151041-0000","1510410000","22","False","3_18mths_or_more_no_tda"
"151145-0000","1511450000","22","False","3_18mths_or_more_no_tda"
"151719-0000","1517190000","22","False","3_18mths_or_more_no_tda"
"151810-1026","1518101026","27","False","3_18mths_or_more_no_tda"
"151852-0000","1518520000","22","False","3_18mths_or_more_no_tda"
"152192-0000","1521920000","23","False","3_18mths_or_more_no_tda"
"152562-5830","1525625830","39","False","3_18mths_or_more_no_tda"
"152594-9954","1525949954","0","False","0_None"
"152741-0025","1527410025","22","False","3_18mths_or_more_no_tda"
"152741-0315","1527410315","22","False","3_18mths_or_more_no_tda"
"152741-0320","1527410320","23","False","3_18mths_or_more_no_tda"
"152852-0000","1528520000","23","True","1_TaxDeedApplication"
"153050-0005","1530500005","19","False","3_18mths_or_more_no_tda"
"153135-0000","1531350000","24","False","3_18mths_or_more_no_tda"
"154039-8650","1540398650","23","False","3_18mths_or_more_no_tda"
"154143-0000","1541430000","21","False","3_18mths_or_more_no_tda"
"154166-2854","1541662854","22","False","3_18mths_or_more_no_tda"
"154362-0000","1543620000","22","False","3_18mths_or_more_no_tda"
"155279-0000","1552790000","22","False","3_18mths_or_more_no_tda"
"155433-0000","1554330000","22","False","3_18mths_or_more_no_tda"
"155674-5244","1556745244","22","False","3_18mths_or_more_no_tda"
"155916-0336","1559160336","23","False","3_18mths_or_more_no_tda"
"156000-0000","1560000000","22","False","3_18mths_or_more_no_tda"
"156332-1036","1563321036","23","False","3_18mths_or_more_no_tda"
"156424-0080","1564240080","21","False","3_18mths_or_more_no_tda"
"156601-0000","1566010000","0","False","0_None"
"156762-0000","1567620000","22","False","3_18mths_or_more_no_tda"
"156920-0000","1569200000","22","False","3_18mths_or_more_no_tda"
"157154-0000","1571540000","22","False","3_18mths_or_more_no_tda"
"157193-0500","1571930500","23","False","3_18mths_or_more_no_tda"
"157245-0016","1572450016","23","False","3_18mths_or_more_no_tda"
"157246-0080","1572460080","34","False","3_18mths_or_more_no_tda"
"157817-0110","1578170110","25","True","1_TaxDeedApplication"
"158094-0760","1580940760","22","True","1_TaxDeedApplication"
"158125-0100","1581250100","22","False","3_18mths_or_more_no_tda"
"158136-2012","1581362012","19","True","1_TaxDeedApplication"
"158163-0000","1581630000","21","False","3_18mths_or_more_no_tda"
"158276-0010","1582760010","22","False","3_18mths_or_more_no_tda"
"158763-0682","1587630682","22","False","3_18mths_or_more_no_tda"
"158847-1040","1588471040","22","False","3_18mths_or_more_no_tda"
"160265-0000","1602650000","0","False","0_None"
"160281-3060","1602813060","29","False","3_18mths_or_more_no_tda"
"160281-7005","1602817005","22","True","1_TaxDeedApplication"
"160316-0000","1603160000","22","False","3_18mths_or_more_no_tda"
"160449-0000","1604490000","19","False","3_18mths_or_more_no_tda"
"160575-0000","1605750000","22","False","3_18mths_or_more_no_tda"
"160663-1210","1606631210","22","False","3_18mths_or_more_no_tda"
"160671-0110","1606710110","22","True","1_TaxDeedApplication"
"160671-0510","1606710510","22","False","3_18mths_or_more_no_tda"
"160938-0000","1609380000","22","False","3_18mths_or_more_no_tda"
"161020-2935","1610202935","22","False","3_18mths_or_more_no_tda"
"161132-4185","1611324185","22","False","3_18mths_or_more_no_tda"
"161193-0000","1611930000","22","False","3_18mths_or_more_no_tda"
"161323-0000","1613230000","22","False","3_18mths_or_more_no_tda"
"161674-0000","1616740000","35","True","1_TaxDeedApplication"
"162109-4550","1621094550","22","False","3_18mths_or_more_no_tda"
"162126-0110","1621260110","22","False","3_18mths_or_more_no_tda"
"162139-0000","1621390000","22","False","3_18mths_or_more_no_tda"
"162157-1190","1621571190","0","False","0_None"
"162223-1820","1622231820","23","False","3_18mths_or_more_no_tda"
"162830-0000","1628300000","22","False","3_18mths_or_more_no_tda"
"162883-0152","1628830152","22","False","3_18mths_or_more_no_tda"
"162883-0153","1628830153","22","False","3_18mths_or_more_no_tda"
"162929-0000","1629290000","22","False","3_18mths_or_more_no_tda"
"163005-0000","1630050000","23","True","1_TaxDeedApplication"
"163181-0000","1631810000","23","False","3_18mths_or_more_no_tda"
"163194-0000","1631940000","23","True","1_TaxDeedApplication"
"163946-0000","1639460000","22","False","3_18mths_or_more_no_tda"
"164000-0000","1640000000","20","False","3_18mths_or_more_no_tda"
"164149-0000","1641490000","36","False","3_18mths_or_more_no_tda"
"164259-0000","1642590000","22","False","3_18mths_or_more_no_tda"
"164302-0000","1643020000","23","True","1_TaxDeedApplication"
"164478-0000","1644780000","22","False","3_18mths_or_more_no_tda"
"164497-0000","1644970000","23","False","3_18mths_or_more_no_tda"
"164542-0000","1645420000","22","False","3_18mths_or_more_no_tda"
"164655-0000","1646550000","22","True","1_TaxDeedApplication"
"164698-0000","1646980000","22","False","3_18mths_or_more_no_tda"
"164709-0000","1647090000","22","True","1_TaxDeedApplication"
"164799-0000","1647990000","23","False","3_18mths_or_more_no_tda"
"164806-0000","1648060000","23","True","1_TaxDeedApplication"
"164865-0000","1648650000","22","False","3_18mths_or_more_no_tda"
"165262-3025","1652623025","30","False","3_18mths_or_more_no_tda"
"165264-6920","1652646920","22","False","3_18mths_or_more_no_tda"
"165270-1240","1652701240","22","False","3_18mths_or_more_no_tda"
"165270-1254","1652701254","22","False","3_18mths_or_more_no_tda"
"165283-0285","1652830285","22","False","3_18mths_or_more_no_tda"
"165291-1018","1652911018","21","False","3_18mths_or_more_no_tda"
"165540-0000","1655400000","0","False","0_None"
"166286-8035","1662868035","21","True","1_TaxDeedApplication"
"166557-4380","1665574380","22","False","3_18mths_or_more_no_tda"
"166931-0278","1669310278","23","False","3_18mths_or_more_no_tda"
"167067-1384","1670671384","23","False","3_18mths_or_more_no_tda"
"167067-1742","1670671742","24","False","3_18mths_or_more_no_tda"
"167127-2100","1671272100","21","False","3_18mths_or_more_no_tda"
"167127-6065","1671276065","21","False","3_18mths_or_more_no_tda"
"167128-6000","1671286000","22","False","3_18mths_or_more_no_tda"
"167132-8155","1671328155","23","True","1_TaxDeedApplication"
"167316-1385","1673161385","23","False","3_18mths_or_more_no_tda"
"167333-0595","1673330595","22","False","3_18mths_or_more_no_tda"
"167444-0562","1674440562","22","False","3_18mths_or_more_no_tda"
"167444-7350","1674447350","22","False","3_18mths_or_more_no_tda"
"167453-5052","1674535052","21","False","3_18mths_or_more_no_tda"
"167453-5506","1674535506","26","False","3_18mths_or_more_no_tda"
"167457-1520","1674571520","22","False","3_18mths_or_more_no_tda"
"167636-0000","1676360000","22","False","3_18mths_or_more_no_tda"
"167725-2535","1677252535","22","False","3_18mths_or_more_no_tda"
"167725-5176","1677255176","22","False","3_18mths_or_more_no_tda"
"167732-6555","1677326555","35","False","3_18mths_or_more_no_tda"
"167741-6950","1677416950","22","False","3_18mths_or_more_no_tda"
"167741-6955","1677416955","22","False","3_18mths_or_more_no_tda"
"167742-3575","1677423575","22","True","1_TaxDeedApplication"
"167745-2572","1677452572","23","False","3_18mths_or_more_no_tda"
"167747-1146","1677471146","34","False","3_18mths_or_more_no_tda"
"167813-0000","1678130000","22","False","3_18mths_or_more_no_tda"
"168021-0000","1680210000","22","False","3_18mths_or_more_no_tda"
"168135-2406","1681352406","22","False","3_18mths_or_more_no_tda"
"168149-7440","1681497440","23","False","3_18mths_or_more_no_tda"
"168520-0000","1685200000","24","False","3_18mths_or_more_no_tda"
"168891-0302","1688910302","22","False","3_18mths_or_more_no_tda"
"169385-1220","1693851220","0","False","0_None"
"169722-0000","1697220000","21","False","3_18mths_or_more_no_tda"
"170660-0010","1706600010","20","False","3_18mths_or_more_no_tda"
"170777-0000","1707770000","22","False","3_18mths_or_more_no_tda"
"171002-0065","1710020065","22","False","3_18mths_or_more_no_tda"
"171238-0000","1712380000","23","False","3_18mths_or_more_no_tda"
"171244-0000","1712440000","57","False","3_18mths_or_more_no_tda"
"171670-0000","1716700000","22","False","3_18mths_or_more_no_tda"
"172323-0000","1723230000","22","False","3_18mths_or_more_no_tda"
"172328-0500","1723280500","22","False","3_18mths_or_more_no_tda"
"173072-0000","1730720000","22","False","3_18mths_or_more_no_tda"
"173462-0000","1734620000","22","False","3_18mths_or_more_no_tda"
"173826-0000","1738260000","22","False","3_18mths_or_more_no_tda"
"173940-0000","1739400000","23","True","1_TaxDeedApplication"
"174058-0000","1740580000","22","False","3_18mths_or_more_no_tda"
"175248-0000","1752480000","22","False","3_18mths_or_more_no_tda"
"175286-0000","1752860000","22","False","3_18mths_or_more_no_tda"
"175333-0000","1753330000","22","False","3_18mths_or_more_no_tda"
"175572-0010","1755720010","23","False","3_18mths_or_more_no_tda"
"175730-0000","1757300000","22","False","3_18mths_or_more_no_tda"
"175768-0000","1757680000","25","False","3_18mths_or_more_no_tda"
"175949-1306","1759491306","23","False","3_18mths_or_more_no_tda"
"176074-0000","1760740000","22","False","3_18mths_or_more_no_tda"
"176495-1000","1764951000","22","False","3_18mths_or_more_no_tda"
"176559-0000","1765590000","0","False","0_None"
"176989-0560","1769890560","22","False","3_18mths_or_more_no_tda"
"177321-0005","1773210005","23","False","3_18mths_or_more_no_tda"
"177325-0000","1773250000","23","False","3_18mths_or_more_no_tda"
"177387-3050","1773873050","23","False","3_18mths_or_more_no_tda"
"178069-0000","1780690000","22","False","3_18mths_or_more_no_tda"
"178077-4088","1780774088","22","False","3_18mths_or_more_no_tda"
"178210-0000","1782100000","22","False","3_18mths_or_more_no_tda"
"178602-2775","1786022775","22","False","3_18mths_or_more_no_tda"
"004519-1990","0045191990","23","False","3_18mths_or_more_no_tda"
"007349-0000","0073490000","23","True","1_TaxDeedApplication"
"016363-0000","0163630000","23","True","1_TaxDeedApplication"
"022812-0000","0228120000","11","False","0_None"
"022812-0000","0228120000","11","False","0_None"
"026977-0000","0269770000","33","False","3_18mths_or_more_no_tda"
"026977-0000","0269770000","33","False","3_18mths_or_more_no_tda"
"035056-0000","0350560000","42","False","3_18mths_or_more_no_tda"
"036700-0000","0367000000","23","False","3_18mths_or_more_no_tda"
"045274-0000","0452740000","35","True","1_TaxDeedApplication"
"047393-0010","0473930010","23","True","1_TaxDeedApplication"
"065030-0000","0650300000","23","True","1_TaxDeedApplication"
"065030-0100","0650300100","23","True","1_TaxDeedApplication"
"072638-0000","0726380000","0","False","0_None"
"072638-0000","0726380000","0","False","0_None"
"072638-0000","0726380000","0","False","0_None"
"072638-0000","0726380000","0","False","0_None"
"072638-0000","0726380000","0","False","0_None"
"084368-0000","0843680000","35","True","1_TaxDeedApplication"
"084368-0000","0843680000","35","True","1_TaxDeedApplication"
"104681-0000","1046810000","35","True","1_TaxDeedApplication"
"104681-0000","1046810000","35","True","1_TaxDeedApplication"
"108360-0000","1083600000","58","False","3_18mths_or_more_no_tda"
"120609-2476","1206092476","25","True","1_TaxDeedApplication"
"120609-2476","1206092476","25","True","1_TaxDeedApplication"
"120609-2476","1206092476","25","True","1_TaxDeedApplication"
"134828-0000","1348280000","23","False","3_18mths_or_more_no_tda"
"165288-5020","1652885020","64","False","3_18mths_or_more_no_tda"
"171244-0000","1712440000","57","False","3_18mths_or_more_no_tda"
