"lienhub_parcel","lienhub_owner","lienhub_situs_address","lienhub_situs_city","lienhub_situs_zip","lienhub_cert_number","lienhub_face_amount","lienhub_status","live_match_found","live_total_due","live_bill_years","still_delinquent"
"","","11832 W DUNNS BRANCH DR JACKSONVILLE 32218-",,"32218-",,"2418.17","","False","0",,"False"
"","","4826 ROCHDALE RD JACKSONVILLE 32208-",,"32208-",,"2419.01","","False","0",,"False"
"","","8771 S US 301 HWY JACKSONVILLE 32234-",,"32234-",,"2419.99","","False","0",,"False"
"","","V C JOHNSON RD JACKSONVILLE 32218-",,"32218-",,"2420.81","","False","0",,"False"
"","","1148 CASSAT AVE JACKSONVILLE 32205-",,"32205-",,"2421.93","","False","0",,"False"
"","","3671 KIRKPATRICK CIR 15-14 JACKSONVILLE 32210-",,"32210-",,"2422.08","","False","0",,"False"
"","","4652 TREVI DR JACKSONVILLE 32257-",,"32257-",,"2425.03","","False","0",,"False"
"","","9941 CISCO DR JACKSONVILLE 32219-",,"32219-",,"2425.32","","False","0",,"False"
"","","13550 GILLESPIE AVE JACKSONVILLE 32218-",,"32218-",,"2425.86","","False","0",,"False"
"","","2684 WATER BLUFF DR JACKSONVILLE 32218-",,"32218-",,"2429.15","","False","0",,"False"
"","","4504 WILLIAMSBURG AVE JACKSONVILLE 32208-",,"32208-",,"2431.18","","False","0",,"False"
"","","4801 WINDRUSH LN A2A JACKSONVILLE 32217-",,"32217-",,"2431.46","","False","0",,"False"
"","","5020 PRINCELY AVE JACKSONVILLE 32208-",,"32208-",,"2431.8","","False","0",,"False"
"","","257 BEALL AVE JACKSONVILLE 32218-2819",,"32218-2819",,"2431.94","","False","0",,"False"
"","","220 E 17TH ST JACKSONVILLE 32206-",,"32206-",,"2433.24","","False","0",,"False"
"","","8524 BRAZIL RD JACKSONVILLE 32208-",,"32208-",,"2434.01","","False","0",,"False"
"","","7920 MERRILL RD 1014 JACKSONVILLE 32277-",,"32277-",,"2434.79","","False","0",,"False"
"","","3120 STUART ST JACKSONVILLE 32209-",,"32209-",,"2435.73","","False","0",,"False"
"","","7649 ALTON AVE JACKSONVILLE 32211-",,"32211-",,"2437.96","","False","0",,"False"
"","","2743 LANSDOWNE DR JACKSONVILLE 32211-",,"32211-",,"2439.18","","False","0",,"False"
"","","1569 N PEACHTREE CIR JACKSONVILLE 32207-",,"32207-",,"2439.79","","False","0",,"False"
"","","E ADAMS ST JACKSONVILLE 32202-",,"32202-",,"2440.44","","False","0",,"False"
"","","7894 TORY CIR JACKSONVILLE 32208-",,"32208-",,"2443.82","","False","0",,"False"
"","","5040 DONNYBROOK AVE JACKSONVILLE 32208-",,"32208-",,"2443.94","","False","0",,"False"
"","","1331 W 30TH ST JACKSONVILLE 32209-",,"32209-",,"2445.72","","False","0",,"False"
"","","243 W 7TH ST JACKSONVILLE 32206-",,"32206-",,"2446.12","","False","0",,"False"
"","","8965 9TH AVE JACKSONVILLE 32208-",,"32208-",,"2447.18","","False","0",,"False"
"","","6659 VAN GUNDY RD JACKSONVILLE 32208-",,"32208-",,"2448.58","","False","0",,"False"
"","","4740 GUY ST JACKSONVILLE 32207-",,"32207-",,"2450.89","","False","0",,"False"
"","","1914 W 44TH ST JACKSONVILLE 32209-",,"32209-",,"2453.23","","False","0",,"False"
"","","5834 POITIER DR JACKSONVILLE 32209-",,"32209-",,"2453.91","","False","0",,"False"
"","","126 E 45TH ST JACKSONVILLE 32208-",,"32208-",,"2455.41","","False","0",,"False"
"","","13431 GILLESPIE AVE JACKSONVILLE 32218-",,"32218-",,"2455.61","","False","0",,"False"
"","","6114 TUSCONY CIR JACKSONVILLE 32277-",,"32277-",,"2455.93","","False","0",,"False"
"","","791 ASSISI LN 1007 JACKSONVILLE 32233-",,"32233-",,"2456.84","","False","0",,"False"
"","","8934 SAN RAE RD JACKSONVILLE 32257-",,"32257-",,"2459.73","","False","0",,"False"
"","","3524 N ARDISIA RD JACKSONVILLE 32209-",,"32209-",,"2460.1","","False","0",,"False"
"","","9826 W CARBONDALE DR JACKSONVILLE 32208-",,"32208-",,"2461.25","","False","0",,"False"
"","","220 E 16TH ST JACKSONVILLE 32206-",,"32206-",,"2462.55","","False","0",,"False"
"","","1109 LAKE SHORE BLVD JACKSONVILLE 32205-",,"32205-",,"2465.26","","False","0",,"False"
"","","543 W 19TH ST JACKSONVILLE 32206-",,"32206-",,"2465.33","","False","0",,"False"
"","","775 MAMIE RD JACKSONVILLE 32205-",,"32205-",,"2466.4","","False","0",,"False"
"","","5136 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"2467.92","","False","0",,"False"
"","","1028 ANTISDALE ST JACKSONVILLE 32205-",,"32205-",,"2468.06","","False","0",,"False"
"","","1117 MAPLE AVE JACKSONVILLE 32220-",,"32220-",,"2468.55","","False","0",,"False"
"","","4355 BALTIC ST JACKSONVILLE 32210-",,"32210-",,"2468.66","","False","0",,"False"
"","","1757 PALMDALE ST JACKSONVILLE 32208-",,"32208-",,"2469.64","","False","0",,"False"
"","","8375 GULLEGE DR JACKSONVILLE 32219-",,"32219-",,"2470.03","","False","0",,"False"
"","","5151 PLAYPEN DR 7-15 JACKSONVILLE 32210-",,"32210-",,"2470.38","","False","0",,"False"
"","","3203 RHONE DR JACKSONVILLE 32208-",,"32208-",,"2470.67","","False","0",,"False"
"","","3207 BRIDIER ST JACKSONVILLE 32206-",,"32206-",,"2471.4","","False","0",,"False"
"","","11442 SQUIRE WAY LN JACKSONVILLE 32223-",,"32223-",,"2472.18","","False","0",,"False"
"","","7932 DALE CT JACKSONVILLE 32208-",,"32208-",,"2472.37","","False","0",,"False"
"","","8618 W SAMONA DR JACKSONVILLE 32208-",,"32208-",,"2472.48","","False","0",,"False"
"","","2738 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"2474.47","","False","0",,"False"
"","","66 COLEMAN BLVD BALDWIN 32234-",,"32234-",,"2475.48","","False","0",,"False"
"","","8920 GREENLEAF RD JACKSONVILLE 32208-",,"32208-",,"2475.88","","False","0",,"False"
"","","2134 KINGS RD JACKSONVILLE 32209-",,"32209-",,"2476.17","","False","0",,"False"
"","","6718 CORDAY CT JACKSONVILLE 32208-",,"32208-",,"2476.94","","False","0",,"False"
"","","9240 CASTLE BLVD JACKSONVILLE 32208-",,"32208-",,"2479.5","","False","0",,"False"
"","","4305 CLYDE DR JACKSONVILLE 32208-",,"32208-",,"2480.89","","False","0",,"False"
"","","541 WOODBINE ST JACKSONVILLE 32206-",,"32206-",,"2481.76","","False","0",,"False"
"","","7126 ELWOOD AVE JACKSONVILLE 32208-",,"32208-",,"2482.49","","False","0",,"False"
"","","3414 BROOKHAVEN DR JACKSONVILLE 32254-",,"32254-",,"2486.36","","False","0",,"False"
"","","7406 S BOWDEN CIR JACKSONVILLE 32216-",,"32216-",,"2486.42","","False","0",,"False"
"","","9148 RIDGE BLVD JACKSONVILLE 32208-",,"32208-",,"2488.09","","False","0",,"False"
"","","9232 NORFOLK BLVD JACKSONVILLE 32208-",,"32208-",,"2488.62","","False","0",,"False"
"","","5727 HAVEN RD JACKSONVILLE 32216-",,"32216-",,"2488.67","","False","0",,"False"
"","","9519 EVESHAM RD JACKSONVILLE 32208-",,"32208-",,"2488.77","","False","0",,"False"
"","","4340 WILL SCARLET RD JACKSONVILLE 32208-",,"32208-",,"2489.23","","False","0",,"False"
"","","3204 S SUNNYBROOK AVE JACKSONVILLE 32254-",,"32254-",,"2493.98","","False","0",,"False"
"","","9247 WAYNESBORO AVE JACKSONVILLE 32208-",,"32208-",,"2494.07","","False","0",,"False"
"","","11541 N WILLET CT JACKSONVILLE 32225-",,"32225-",,"2497.43","","False","0",,"False"
"","","7446 CARRIAGE SIDE CT JACKSONVILLE 32256-",,"32256-",,"2498.37","","False","0",,"False"
"","","8317 TUBMAN CT JACKSONVILLE 32219-",,"32219-",,"2498.42","","False","0",,"False"
"","","2971 PHYLLIS ST JACKSONVILLE 32205-",,"32205-",,"2500.51","","False","0",,"False"
"","","7319 SHINDLER DR L-7 JACKSONVILLE 32222-",,"32222-",,"2501.35","","False","0",,"False"
"","","CLYDE DR JACKSONVILLE 32208-",,"32208-",,"2501.73","","False","0",,"False"
"","","5956 S LANE CIR JACKSONVILLE 32254-",,"32254-",,"2502.13","","False","0",,"False"
"","","5659 PINEHILL LN JACKSONVILLE 32244-",,"32244-",,"2502.16","","False","0",,"False"
"","","6740 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"2502.48","","False","0",,"False"
"","","444 E 2ND ST JACKSONVILLE 32206-",,"32206-",,"2503.36","","False","0",,"False"
"","","7271 ELWOOD AVE JACKSONVILLE 32208-",,"32208-",,"2504.69","","False","0",,"False"
"","","15750 CHEROKEE HAMMOCK LN JACKSONVILLE 32226-",,"32226-",,"2506.23","","False","0",,"False"
"","","5930 MARTIN LUTHER KING DR JACKSONVILLE 32219-",,"32219-",,"2506.79","","False","0",,"False"
"","","10110 ALLENE RD JACKSONVILLE 32219-",,"32219-",,"2508.74","","False","0",,"False"
"","","2561 PHLOX ST JACKSONVILLE 32209-",,"32209-",,"2512.49","","False","0",,"False"
"","","10332 LAWSON RD JACKSONVILLE 32246-",,"32246-",,"2512.53","","False","0",,"False"
"","","270 E 45TH ST JACKSONVILLE 32208-",,"32208-",,"2513.65","","False","0",,"False"
"","","9346 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2515.4","","False","0",,"False"
"","","7234 RICKER RD JACKSONVILLE 32244-",,"32244-",,"2515.49","","False","0",,"False"
"","","4235 CARROLL RD JACKSONVILLE 32209-",,"32209-",,"2516.8","","False","0",,"False"
"","","10318 LEM TURNER RD JACKSONVILLE 32218-",,"32218-",,"2516.94","","False","0",,"False"
"","","3884 STARRATT RD JACKSONVILLE 32226-",,"32226-",,"2517.86","","False","0",,"False"
"","","2135 KINGS RD JACKSONVILLE 32209-",,"32209-",,"2518.2","","False","0",,"False"
"","","7124 S GAILLARDIA RD JACKSONVILLE 32211-",,"32211-",,"2518.49","","False","0",,"False"
"","","477 N CELERY AVE JACKSONVILLE 32220-",,"32220-",,"2519.3","","False","0",,"False"
"","","5328 ARROWSMITH RD JACKSONVILLE 32208-",,"32208-",,"2520.23","","False","0",,"False"
"","","848 RUSHING ST JACKSONVILLE 32209-",,"32209-",,"2520.4","","False","0",,"False"
"","","8106 S PATOU DR JACKSONVILLE 32210-",,"32210-",,"2525.54","","False","0",,"False"
"","","S LANE AVE JACKSONVILLE 32210-",,"32210-",,"2528.54","","False","0",,"False"
"","","4006 OLD ST AUGUSTINE RD JACKSONVILLE 32207-",,"32207-",,"2530.17","","False","0",,"False"
"","","825 SUPERIOR ST JACKSONVILLE 32254-",,"32254-",,"2531.42","","False","0",,"False"
"","","7639 GAINESVILLE AVE JACKSONVILLE 32208-",,"32208-",,"2532.46","","False","0",,"False"
"","","451 BASSWOOD ST JACKSONVILLE 32206-",,"32206-",,"2532.72","","False","0",,"False"
"","","4646 ALPHA AVE JACKSONVILLE 32205-",,"32205-",,"2532.97","","False","0",,"False"
"","","9524 FLECHETTE AVE JACKSONVILLE 32208-",,"32208-",,"2534.64","","False","0",,"False"
"","","1543 BROOK FOREST DR JACKSONVILLE 32208-",,"32208-",,"2536.45","","False","0",,"False"
"","","4824 AMOS ST JACKSONVILLE 32209-",,"32209-",,"2537.16","","False","0",,"False"
"","","8550 TOUCHTON RD 716 JACKSONVILLE 32216-",,"32216-",,"2537.96","","False","0",,"False"
"","","W BEAVER ST JACKSONVILLE 32254-",,"32254-",,"2540.53","","False","0",,"False"
"","","6365 WOODMAN DR JACKSONVILLE 32244-",,"32244-",,"2542.38","","False","0",,"False"
"","","11595 EAST RIDE DR JACKSONVILLE 32223-",,"32223-",,"2543.16","","False","0",,"False"
"","","5218 OLD KINGS RD JACKSONVILLE 32254-",,"32254-",,"2543.95","","False","0",,"False"
"","","2837 W SYNHOFF DR JACKSONVILLE 32216-",,"32216-",,"2544.93","","False","0",,"False"
"","","3462 BETZ LANDING DR JACKSONVILLE 32226-",,"32226-",,"2546.89","","False","0",,"False"
"","","8096 DELAROCHE DR JACKSONVILLE 32210-",,"32210-",,"2548.91","","False","0",,"False"
"","","9821 PRIORY AVE JACKSONVILLE 32208-",,"32208-",,"2549.63","","False","0",,"False"
"","","617 N MCDUFF AVE JACKSONVILLE 32254-",,"32254-",,"2549.64","","False","0",,"False"
"","","2129 HUGH EDWARDS DR JACKSONVILLE 32210-",,"32210-",,"2551.08","","False","0",,"False"
"","","4033 BLANDING BLVD JACKSONVILLE 32210-",,"32210-",,"2552.57","","False","0",,"False"
"","","2927 W 1ST ST JACKSONVILLE 32254-",,"32254-",,"2554.27","","False","0",,"False"
"","","3522 NANCY ST JACKSONVILLE 32209-",,"32209-",,"2554.43","","False","0",,"False"
"","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"2554.77","","False","0",,"False"
"","","8454 S LAKE MARIETTA DR JACKSONVILLE 32220-",,"32220-",,"2559.5","","False","0",,"False"
"","","2478 WHISPERING WOODS BLVD 2 JACKSONVILLE 32246-",,"32246-",,"2560.31","","False","0",,"False"
"","","1775 DEBUTANTE DR JACKSONVILLE 32246-",,"32246-",,"2560.75","","False","0",,"False"
"","","4416 DETAILLE DR JACKSONVILLE 32209-",,"32209-",,"2561.42","","False","0",,"False"
"","","869 SUPERIOR ST JACKSONVILLE 32254-",,"32254-",,"2562.47","","False","0",,"False"
"","","2319 EUDINE DR JACKSONVILLE 32210-",,"32210-",,"2564.13","","False","0",,"False"
"","","1868 VISTA AVE JACKSONVILLE 32210-",,"32210-",,"2564.74","","False","0",,"False"
"","","1102 W 13TH ST JACKSONVILLE 32209-",,"32209-",,"2564.93","","False","0",,"False"
"","","1334 E HOLLYHOCK CIR B JACKSONVILLE 32211-",,"32211-",,"2565.09","","False","0",,"False"
"","","7515 MCCOWAN DR JACKSONVILLE 32244-",,"32244-",,"2567.33","","False","0",,"False"
"","","2980 PHYLLIS ST JACKSONVILLE 32205-",,"32205-",,"2570.43","","False","0",,"False"
"","","8236 NUSSBAUM DR JACKSONVILLE 32210-",,"32210-",,"2571.62","","False","0",,"False"
"","","1456 W 20TH ST JACKSONVILLE 32209-",,"32209-",,"2573.42","","False","0",,"False"
"","","OAK LANDINGS DR JACKSONVILLE 32225-",,"32225-",,"2573.48","","False","0",,"False"
"","","1589 RUTLEDGE AVE JACKSONVILLE 32208-",,"32208-",,"2573.7","","False","0",,"False"
"","","1227 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"2574.24","","False","0",,"False"
"","","5026 ASTRAL ST JACKSONVILLE 32205-",,"32205-",,"2574.36","","False","0",,"False"
"","","7062 CHESHIRE CAT CT JACKSONVILLE 32210-",,"32210-",,"2574.91","","False","0",,"False"
"","","2554 SOUTEL DR JACKSONVILLE 32208-",,"32208-",,"2574.97","","False","0",,"False"
"","","4104 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"2575.47","","False","0",,"False"
"","","7426 RICHARDSON HEIGHTS PL JACKSONVILLE 32209-",,"32209-",,"2576.7","","False","0",,"False"
"","","3115 N EDGEWOOD AVE 1 JACKSONVILLE 32254-",,"32254-",,"2578.95","","False","0",,"False"
"","","7920 MERRILL RD 808 JACKSONVILLE 32277-",,"32277-",,"2579.54","","False","0",,"False"
"","","6539 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"2581.15","","False","0",,"False"
"","","6416 MITFORD RD JACKSONVILLE 32210-",,"32210-",,"2584.12","","False","0",,"False"
"","","3329 WALLER ST JACKSONVILLE 32254-",,"32254-",,"2584.13","","False","0",,"False"
"","","9104 SPOTTSWOOD RD JACKSONVILLE 32208-",,"32208-",,"2584.37","","False","0",,"False"
"","","3318 FITZGERALD ST JACKSONVILLE 32254-",,"32254-",,"2585.47","","False","0",,"False"
"","","832 S HALSEMA RD JACKSONVILLE 32221-",,"32221-",,"2585.93","","False","0",,"False"
"","","6923 WELLAND RD JACKSONVILLE 32209-",,"32209-",,"2585.97","","False","0",,"False"
"","","7812 SISKIN AVE JACKSONVILLE 32219-",,"32219-",,"2586.46","","False","0",,"False"
"","","4920 ARROWSMITH RD JACKSONVILLE 32208-",,"32208-",,"2588.69","","False","0",,"False"
"","","6561 ALVIN RD JACKSONVILLE 32222-",,"32222-",,"2590.98","","False","0",,"False"
"","","7652 CONTOUR DR JACKSONVILLE 32221-",,"32221-",,"2591.1","","False","0",,"False"
"","","6518 CHAMPLAIN RD JACKSONVILLE 32208-",,"32208-",,"2593.12","","False","0",,"False"
"","","5203 CALIFORNIA AVE JACKSONVILLE 32210-",,"32210-",,"2595.36","","False","0",,"False"
"","","14945 N MAIN ST JACKSONVILLE 32218-",,"32218-",,"2595.64","","False","0",,"False"
"","","3619 ERNEST ST JACKSONVILLE 32205-",,"32205-",,"2595.88","","False","0",,"False"
"","","2199 BENEDICT RD JACKSONVILLE 32209-",,"32209-",,"2596.68","","False","0",,"False"
"","","1923 HUBBARD ST JACKSONVILLE 32206-",,"32206-",,"2596.72","","False","0",,"False"
"","","1932 PEARL PL JACKSONVILLE 32206-",,"32206-",,"2596.8","","False","0",,"False"
"","","7561 SONIA DR JACKSONVILLE 32244-",,"32244-",,"2597.56","","False","0",,"False"
"","","6018 EDGEFIELD DR JACKSONVILLE 32205-",,"32205-",,"2601.16","","False","0",,"False"
"","","3804 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"2601.98","","False","0",,"False"
"","","3306 GREENFIELD BLVD JACKSONVILLE 32216-",,"32216-",,"2602.35","","False","0",,"False"
"","","12289 AMANDA COVE TRL JACKSONVILLE 32225-",,"32225-",,"2604.22","","False","0",,"False"
"","","HENDERSON RD JACKSONVILLE 32254-",,"32254-",,"2607.39","","False","0",,"False"
"","","3850 HERSCHEL ST JACKSONVILLE 32205-",,"32205-",,"2608.9","","False","0",,"False"
"","","4304 HOMER RD JACKSONVILLE 32209-",,"32209-",,"2609.71","","False","0",,"False"
"","","5230 FREDERICKSBURG AVE JACKSONVILLE 32208-",,"32208-",,"2610.61","","False","0",,"False"
"","","1415 BRANDEMERE CT JACKSONVILLE 32211-",,"32211-",,"2611.74","","False","0",,"False"
"","","1431 E 28TH ST JACKSONVILLE 32206-",,"32206-",,"2612.7","","False","0",,"False"
"","","9364 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2615.29","","False","0",,"False"
"","","10421 W OSPREY NEST DR JACKSONVILLE 32257-",,"32257-",,"2615.55","","False","0",,"False"
"","","7100 CYPRESS COVE RD 56 JACKSONVILLE 32244-",,"32244-",,"2616.22","","False","0",,"False"
"","","3801 CROWN POINT RD 1333 JACKSONVILLE 32257-",,"32257-",,"2617.92","","False","0",,"False"
"","","1452 MYRTLE AVE JACKSONVILLE 32209-",,"32209-",,"2617.93","","False","0",,"False"
"","","1312 E 26TH ST JACKSONVILLE 32206-",,"32206-",,"2618.28","","False","0",,"False"
"","","3235 BROADWAY AVE JACKSONVILLE 32254-",,"32254-",,"2619.53","","False","0",,"False"
"","","1534 CLARK ST JACKSONVILLE 32206-",,"32206-",,"2620.16","","False","0",,"False"
"","","7932 FALCON ST JACKSONVILLE 32244-",,"32244-",,"2620.77","","False","0",,"False"
"","","3722 ROSEMARY ST JACKSONVILLE 32207-",,"32207-",,"2620.86","","False","0",,"False"
"","","3304 LENOX AVE JACKSONVILLE 32254-",,"32254-",,"2621.52","","False","0",,"False"
"","","5923 W JAGUAR DR JACKSONVILLE 32244-",,"32244-",,"2621.63","","False","0",,"False"
"","","5316 S DOSTIE DR JACKSONVILLE 32209-",,"32209-",,"2622.15","","False","0",,"False"
"","","8601 BEACH BLVD 306 JACKSONVILLE 32216-",,"32216-",,"2623.39","","False","0",,"False"
"","","412 PHELPS ST JACKSONVILLE 32206-",,"32206-",,"2625.59","","False","0",,"False"
"","","1622 WOFFORD AVE JACKSONVILLE 32218-",,"32218-",,"2625.84","","False","0",,"False"
"","","9504 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"2626.1","","False","0",,"False"
"","","8880 S OLD KINGS RD 92 JACKSONVILLE 32257-",,"32257-",,"2629.2","","False","0",,"False"
"","","6023 GREENLAND RD JACKSONVILLE 32258-",,"32258-",,"2629.26","","False","0",,"False"
"","","3149 GILMORE ST JACKSONVILLE 32205-",,"32205-",,"2629.77","","False","0",,"False"
"","","7671 LAS PALMAS WAY 206 JACKSONVILLE 32256-",,"32256-",,"2630.54","","False","0",,"False"
"","","5239 ARCHERY AVE JACKSONVILLE 32208-",,"32208-",,"2631.13","","False","0",,"False"
"","","13204 PEACEFUL RD JACKSONVILLE 32226-",,"32226-",,"2632.65","","False","0",,"False"
"","","1545 N PEARL ST JACKSONVILLE 32206-",,"32206-",,"2634.24","","False","0",,"False"
"","","6925 CARTIER CIR JACKSONVILLE 32208-",,"32208-",,"2634.88","","False","0",,"False"
"","","5944 CHARLES D EVERS DR JACKSONVILLE 32219-",,"32219-",,"2635.07","","False","0",,"False"
"","","725 LOCUST ST JACKSONVILLE 32205-",,"32205-",,"2635.26","","False","0",,"False"
"","","9248 2ND AVE JACKSONVILLE 32208-",,"32208-",,"2636.6","","False","0",,"False"
"","","8415 E SOPHIST CIR JACKSONVILLE 32219-",,"32219-",,"2638.04","","False","0",,"False"
"","","7847 RENAULT DR JACKSONVILLE 32244-",,"32244-",,"2638.49","","False","0",,"False"
"","","2115 BURGOYNE DR JACKSONVILLE 32208-",,"32208-",,"2640.21","","False","0",,"False"
"","","7765 PICKETT ST JACKSONVILLE 32208-",,"32208-",,"2640.26","","False","0",,"False"
"","","1615 MELSON AVE JACKSONVILLE 32254-",,"32254-",,"2641.83","","False","0",,"False"
"","","7563 BRETT FOREST DR JACKSONVILLE 32222-",,"32222-",,"2642.07","","False","0",,"False"
"","","2344 HARPER ST JACKSONVILLE 32204-",,"32204-",,"2643.76","","False","0",,"False"
"","","7936 DELAROCHE DR JACKSONVILLE 32210-",,"32210-",,"2644.13","","False","0",,"False"
"","","210 E 16TH ST JACKSONVILLE 32206-",,"32206-",,"2645.55","","False","0",,"False"
"","","5548 SEABOARD AVE JACKSONVILLE 32244-",,"32244-",,"2646.03","","False","0",,"False"
"","","1823 CALJON RD JACKSONVILLE 32207-",,"32207-",,"2647.54","","False","0",,"False"
"","","15738 E NORTHSIDE DR JACKSONVILLE 32218-",,"32218-",,"2650.67","","False","0",,"False"
"","","369 GREENCASTLE RD 75 JACKSONVILLE 32225-",,"32225-",,"2651.2","","False","0",,"False"
"","","3434 BLANDING BLVD 213 JACKSONVILLE 32210-",,"32210-",,"2653.93","","False","0",,"False"
"","","7542 E JOHN F KENNEDY DR JACKSONVILLE 32219-",,"32219-",,"2654.36","","False","0",,"False"
"","","2211 BAYVIEW RD JACKSONVILLE 32210-",,"32210-",,"2655.18","","False","0",,"False"
"","","4307 N TRENTON DR JACKSONVILLE 32209-",,"32209-",,"2656.16","","False","0",,"False"
"","","6795 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"2657.3","","False","0",,"False"
"","","12700 BARTRAM PARK BLVD 2432 JACKSONVILLE 32258-",,"32258-",,"2659.28","","False","0",,"False"
"","","12043 DERRIS CT JACKSONVILLE 32246-",,"32246-",,"2659.75","","False","0",,"False"
"","","2020 TALLADEGA RD JACKSONVILLE 32209-",,"32209-",,"2662.27","","False","0",,"False"
"","","8401 HILMA RD JACKSONVILLE 32244-",,"32244-",,"2663.87","","False","0",,"False"
"","","8339 S TUBMAN DR JACKSONVILLE 32219-",,"32219-",,"2670.51","","False","0",,"False"
"","","2415 EDISON AVE JACKSONVILLE 32204-",,"32204-",,"2671.13","","False","0",,"False"
"","","3820 WILLIAMSBURG PARK BLVD 3820-2 JACKSONVILLE 32257-",,"32257-",,"2672.13","","False","0",,"False"
"","","5135 ACOMA AVE JACKSONVILLE 32210-",,"32210-",,"2672.16","","False","0",,"False"
"","","10736 W MEADOWLEA CIR JACKSONVILLE 32218-",,"32218-",,"2675.99","","False","0",,"False"
"","","8301 GULLEGE DR JACKSONVILLE 32219-",,"32219-",,"2677.82","","False","0",,"False"
"","","2710 WACISSA AVE JACKSONVILLE 32254-",,"32254-",,"2677.96","","False","0",,"False"
"","","4418 W MELISSA CT JACKSONVILLE 32210-",,"32210-",,"2678.23","","False","0",,"False"
"","","7154 MATTHEW ST JACKSONVILLE 32210-",,"32210-",,"2679.42","","False","0",,"False"
"","","9069 PROSPERITY LAKE DR JACKSONVILLE 32244-",,"32244-",,"2680.34","","False","0",,"False"
"","","8300 PLAZA GATE LN 1023 JACKSONVILLE 32217-",,"32217-",,"2682.43","","False","0",,"False"
"","","15306 NORMAN AVE JACKSONVILLE 32218-",,"32218-",,"2682.71","","False","0",,"False"
"","","6804 NORWOOD AVE JACKSONVILLE 32208-",,"32208-",,"2683.47","","False","0",,"False"
"","","5635 TELFAIR ST JACKSONVILLE 32208-",,"32208-",,"2684.82","","False","0",,"False"
"","","6733 CINDERELLA RD JACKSONVILLE 32210-",,"32210-",,"2685.88","","False","0",,"False"
"","","13364 BEACH BLVD 801 JACKSONVILLE 32224-",,"32224-",,"2685.91","","False","0",,"False"
"","","4915 CHIVALRY DR JACKSONVILLE 32208-",,"32208-",,"2688.21","","False","0",,"False"
"","","535 N JACKSON AVE JACKSONVILLE 32220-",,"32220-",,"2689.02","","False","0",,"False"
"","","1610 N MAIN ST JACKSONVILLE 32206-",,"32206-",,"2691.65","","False","0",,"False"
"","","8965 9TH AVE JACKSONVILLE 32208-",,"32208-",,"2692.09","","False","0",,"False"
"","","9735 EVANS RD JACKSONVILLE 32208-",,"32208-",,"2693.22","","False","0",,"False"
"","","9260 9TH AVE JACKSONVILLE 32208-",,"32208-",,"2694.51","","False","0",,"False"
"","","10638 DODD RD JACKSONVILLE 32218-",,"32218-",,"2695.15","","False","0",,"False"
"","","9072 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"2696.01","","False","0",,"False"
"","","S ST JOHNS BLUFF RD JACKSONVILLE 32246-",,"32246-",,"2696.23","","False","0",,"False"
"","","9749 PATTON RD JACKSONVILLE 32246-",,"32246-",,"2696.58","","False","0",,"False"
"","","3065 WOODLAWN RD JACKSONVILLE 32209-",,"32209-",,"2697.42","","False","0",,"False"
"","","4407 COLLINS RD JACKSONVILLE 32244-",,"32244-",,"2701.1","","False","0",,"False"
"","","2422 WILMONT AVE JACKSONVILLE 32218-",,"32218-",,"2701.19","","False","0",,"False"
"","","2010 E WILLESDON DR JACKSONVILLE 32246-",,"32246-",,"2701.72","","False","0",,"False"
"","","7165 WENDY CIR JACKSONVILLE 32211-",,"32211-",,"2703.92","","False","0",,"False"
"","","DAWSONS CREEK DR JACKSONVILLE 32222-",,"32222-",,"2704.52","","False","0",,"False"
"","","2570 E EIFFEL CIR JACKSONVILLE 32210-",,"32210-",,"2705.39","","False","0",,"False"
"","","6805 PETER PAN PL JACKSONVILLE 32210-",,"32210-",,"2706.1","","False","0",,"False"
"","","50 E 2ND ST JACKSONVILLE 32206-",,"32206-",,"2706.89","","False","0",,"False"
"","","7727 LAZEAU DR JACKSONVILLE 32211-",,"32211-",,"2706.96","","False","0",,"False"
"","","13391 STONE POND DR JACKSONVILLE 32224-",,"32224-",,"2709.19","","False","0",,"False"
"","","1111 CRESTDALE ST JACKSONVILLE 32211-",,"32211-",,"2709.41","","False","0",,"False"
"","","965 WESTGATE DR JACKSONVILLE 32221-",,"32221-",,"2710.47","","False","0",,"False"
"","","4023 PEACH DR JACKSONVILLE 32246-",,"32246-",,"2711.98","","False","0",,"False"
"","","3927 ABBY LN JACKSONVILLE 32207-",,"32207-",,"2714.63","","False","0",,"False"
"","","2330 HOLMES ST JACKSONVILLE 32207-",,"32207-",,"2714.7","","False","0",,"False"
