address,certificate_number,city,face_amount,owner,parcel,scraped_date,source,stage,still_delinquent,total_due,zip
9247 WAYNESBORO AVE JACKSONVILLE 32208-,,,2494.07,,037766-0000,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32208-
11541 N WILLET CT JACKSONVILLE 32225-,,,2497.43,,162106-6030,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32225-
7446 CARRIAGE SIDE CT JACKSONVILLE 32256-,,,2498.37,,147984-0260,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32256-
8317 TUBMAN CT JACKSONVILLE 32219-,,,2498.42,,040067-5010,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32219-
2971 PHYLLIS ST JACKSONVILLE 32205-,,,2500.51,,063382-0100,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32205-
7319 SHINDLER DR L-7 JACKSONVILLE 32222-,,,2501.35,,016158-0000,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32222-
CLYDE DR JACKSONVILLE 32208-,,,2501.73,,036333-0100,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32208-
5956 S LANE CIR JACKSONVILLE 32254-,,,2502.13,,004914-0010,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32254-
5659 PINEHILL LN JACKSONVILLE 32244-,,,2502.16,,099134-1942,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32244-
6740 KINLOCK DR JACKSONVILLE 32219-,,,2502.48,,041841-0000,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32219-
444 E 2ND ST JACKSONVILLE 32206-,,,2503.36,,072706-0000,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32206-
7271 ELWOOD AVE JACKSONVILLE 32208-,,,2504.69,,035685-0000,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32208-
15750 CHEROKEE HAMMOCK LN JACKSONVILLE 32226-,,,2506.23,,159681-0325,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32226-
5930 MARTIN LUTHER KING DR JACKSONVILLE 32219-,,,2506.79,,030290-0180,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32219-
10110 ALLENE RD JACKSONVILLE 32219-,,,2508.74,,021183-0500,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32219-
2561 PHLOX ST JACKSONVILLE 32209-,,,2512.49,,028121-0000,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32209-
10332 LAWSON RD JACKSONVILLE 32246-,,,2512.53,,164470-0000,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32246-
270 E 45TH ST JACKSONVILLE 32208-,,,2513.65,,031509-0020,2026-01-20T22:22:38.067696,existing_csv,delinquent,False,0,32208-
9346 SIBBALD RD JACKSONVILLE 32208-,,,2515.4,,041916-0530,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32208-
7234 RICKER RD JACKSONVILLE 32244-,,,2515.49,,016030-0020,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32244-
4235 CARROLL RD JACKSONVILLE 32209-,,,2516.8,,031226-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32209-
10318 LEM TURNER RD JACKSONVILLE 32218-,,,2516.94,,021068-0010,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32218-
3884 STARRATT RD JACKSONVILLE 32226-,,,2517.86,,108092-0150,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32226-
2135 KINGS RD JACKSONVILLE 32209-,,,2518.2,,052492-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32209-
7124 S GAILLARDIA RD JACKSONVILLE 32211-,,,2518.49,,118564-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32211-
477 N CELERY AVE JACKSONVILLE 32220-,,,2519.3,,006546-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32220-
5328 ARROWSMITH RD JACKSONVILLE 32208-,,,2520.23,,039086-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32208-
848 RUSHING ST JACKSONVILLE 32209-,,,2520.4,,076051-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32209-
8106 S PATOU DR JACKSONVILLE 32210-,,,2525.54,,010065-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32210-
S LANE AVE JACKSONVILLE 32210-,,,2528.54,,018922-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32210-
4006 OLD ST AUGUSTINE RD JACKSONVILLE 32207-,,,2530.17,,069789-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32207-
825 SUPERIOR ST JACKSONVILLE 32254-,,,2531.42,,056723-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32254-
7639 GAINESVILLE AVE JACKSONVILLE 32208-,,,2532.46,,027035-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32208-
451 BASSWOOD ST JACKSONVILLE 32206-,,,2532.72,,087950-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32206-
4646 ALPHA AVE JACKSONVILLE 32205-,,,2532.97,,065788-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32205-
9524 FLECHETTE AVE JACKSONVILLE 32208-,,,2534.64,,038809-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32208-
1543 BROOK FOREST DR JACKSONVILLE 32208-,,,2536.45,,032711-4605,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32208-
4824 AMOS ST JACKSONVILLE 32209-,,,2537.16,,030338-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32209-
8550 TOUCHTON RD 716 JACKSONVILLE 32216-,,,2537.96,,154166-5274,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32216-
W BEAVER ST JACKSONVILLE 32254-,,,2540.53,,058939-0115,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32254-
6365 WOODMAN DR JACKSONVILLE 32244-,,,2542.38,,105506-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32244-
11595 EAST RIDE DR JACKSONVILLE 32223-,,,2543.16,,158926-0682,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32223-
5218 OLD KINGS RD JACKSONVILLE 32254-,,,2543.95,,042205-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32254-
2837 W SYNHOFF DR JACKSONVILLE 32216-,,,2544.93,,154513-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32216-
3462 BETZ LANDING DR JACKSONVILLE 32226-,,,2546.89,,109059-0035,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32226-
8096 DELAROCHE DR JACKSONVILLE 32210-,,,2548.91,,010136-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32210-
9821 PRIORY AVE JACKSONVILLE 32208-,,,2549.63,,039196-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32208-
617 N MCDUFF AVE JACKSONVILLE 32254-,,,2549.64,,056117-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32254-
2129 HUGH EDWARDS DR JACKSONVILLE 32210-,,,2551.08,,018135-0000,2026-01-20T22:22:38.068692,existing_csv,delinquent,False,0,32210-
4033 BLANDING BLVD JACKSONVILLE 32210-,,,2552.57,,102998-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32210-
2927 W 1ST ST JACKSONVILLE 32254-,,,2554.27,,049667-0005,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32254-
3522 NANCY ST JACKSONVILLE 32209-,,,2554.43,,047908-0080,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32209-
5865 110TH ST JACKSONVILLE 32244-,,,2554.77,,098000-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32244-
8454 S LAKE MARIETTA DR JACKSONVILLE 32220-,,,2559.5,,006223-0270,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32220-
2478 WHISPERING WOODS BLVD 2 JACKSONVILLE 32246-,,,2560.31,,165289-3090,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32246-
1775 DEBUTANTE DR JACKSONVILLE 32246-,,,2560.75,,164709-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32246-
4416 DETAILLE DR JACKSONVILLE 32209-,,,2561.42,,041176-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32209-
869 SUPERIOR ST JACKSONVILLE 32254-,,,2562.47,,056818-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32254-
2319 EUDINE DR JACKSONVILLE 32210-,,,2564.13,,019186-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32210-
1868 VISTA AVE JACKSONVILLE 32210-,,,2564.74,,068429-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32210-
1102 W 13TH ST JACKSONVILLE 32209-,,,2564.93,,053675-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32209-
1334 E HOLLYHOCK CIR B JACKSONVILLE 32211-,,,2565.09,,141118-0020,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32211-
7515 MCCOWAN DR JACKSONVILLE 32244-,,,2567.33,,098926-1066,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32244-
2980 PHYLLIS ST JACKSONVILLE 32205-,,,2570.43,,063431-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32205-
8236 NUSSBAUM DR JACKSONVILLE 32210-,,,2571.62,,013220-0020,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32210-
1456 W 20TH ST JACKSONVILLE 32209-,,,2573.42,,045985-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32209-
OAK LANDINGS DR JACKSONVILLE 32225-,,,2573.48,,160663-1210,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32225-
1589 RUTLEDGE AVE JACKSONVILLE 32208-,,,2573.7,,026291-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32208-
1227 ROGERO RD JACKSONVILLE 32211-,,,2574.24,,141558-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32211-
5026 ASTRAL ST JACKSONVILLE 32205-,,,2574.36,,059760-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32205-
7062 CHESHIRE CAT CT JACKSONVILLE 32210-,,,2574.91,,018713-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32210-
2554 SOUTEL DR JACKSONVILLE 32208-,,,2574.97,,035948-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32208-
4104 ANVERS BLVD JACKSONVILLE 32210-,,,2575.47,,016605-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32210-
7426 RICHARDSON HEIGHTS PL JACKSONVILLE 32209-,,,2576.7,,041583-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32209-
3115 N EDGEWOOD AVE 1 JACKSONVILLE 32254-,,,2578.95,,083869-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32254-
7920 MERRILL RD 808 JACKSONVILLE 32277-,,,2579.54,,120609-2364,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32277-
6539 KINLOCK DR JACKSONVILLE 32219-,,,2581.15,,041007-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32219-
6416 MITFORD RD JACKSONVILLE 32210-,,,2584.12,,016558-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32210-
3329 WALLER ST JACKSONVILLE 32254-,,,2584.13,,060856-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32254-
9104 SPOTTSWOOD RD JACKSONVILLE 32208-,,,2584.37,,038312-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32208-
3318 FITZGERALD ST JACKSONVILLE 32254-,,,2585.47,,057187-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32254-
832 S HALSEMA RD JACKSONVILLE 32221-,,,2585.93,,001926-0010,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32221-
6923 WELLAND RD JACKSONVILLE 32209-,,,2585.97,,042177-0044,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32209-
7812 SISKIN AVE JACKSONVILLE 32219-,,,2586.46,,021334-0010,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32219-
4920 ARROWSMITH RD JACKSONVILLE 32208-,,,2588.69,,039107-0000,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32208-
6561 ALVIN RD JACKSONVILLE 32222-,,,2590.98,,015496-1100,2026-01-20T22:22:38.069691,existing_csv,delinquent,False,0,32222-
7652 CONTOUR DR JACKSONVILLE 32221-,,,2591.1,,007283-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32221-
6518 CHAMPLAIN RD JACKSONVILLE 32208-,,,2593.12,,025788-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32208-
5203 CALIFORNIA AVE JACKSONVILLE 32210-,,,2595.36,,013385-1000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32210-
14945 N MAIN ST JACKSONVILLE 32218-,,,2595.64,,108356-0020,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32218-
3619 ERNEST ST JACKSONVILLE 32205-,,,2595.88,,060471-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32205-
2199 BENEDICT RD JACKSONVILLE 32209-,,,2596.68,,086216-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32209-
1923 HUBBARD ST JACKSONVILLE 32206-,,,2596.72,,071913-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32206-
1932 PEARL PL JACKSONVILLE 32206-,,,2596.8,,072043-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32206-
7561 SONIA DR JACKSONVILLE 32244-,,,2597.56,,016020-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32244-
6018 EDGEFIELD DR JACKSONVILLE 32205-,,,2601.16,,066751-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32205-
3804 TROUT RIVER BLVD JACKSONVILLE 32208-,,,2601.98,,029305-0020,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32208-
3306 GREENFIELD BLVD JACKSONVILLE 32216-,,,2602.35,,154937-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32216-
12289 AMANDA COVE TRL JACKSONVILLE 32225-,,,2604.22,,162223-1820,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32225-
HENDERSON RD JACKSONVILLE 32254-,,,2607.39,,007442-0010,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32254-
3850 HERSCHEL ST JACKSONVILLE 32205-,,,2608.9,,092797-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32205-
4304 HOMER RD JACKSONVILLE 32209-,,,2609.71,,041663-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32209-
5230 FREDERICKSBURG AVE JACKSONVILLE 32208-,,,2610.61,,038381-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32208-
1415 BRANDEMERE CT JACKSONVILLE 32211-,,,2611.74,,141584-0000,2026-01-20T22:22:38.070690,existing_csv,delinquent,False,0,32211-
1431 E 28TH ST JACKSONVILLE 32206-,,,2612.7,,132581-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32206-
9364 SIBBALD RD JACKSONVILLE 32208-,,,2615.29,,041916-0545,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32208-
10421 W OSPREY NEST DR JACKSONVILLE 32257-,,,2615.55,,155674-5244,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32257-
7100 CYPRESS COVE RD 56 JACKSONVILLE 32244-,,,2616.22,,099011-5113,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32244-
3801 CROWN POINT RD 1333 JACKSONVILLE 32257-,,,2617.92,,149016-7914,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32257-
1452 MYRTLE AVE JACKSONVILLE 32209-,,,2617.93,,052934-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32209-
1312 E 26TH ST JACKSONVILLE 32206-,,,2618.28,,132719-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32206-
3235 BROADWAY AVE JACKSONVILLE 32254-,,,2619.53,,058245-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32254-
1534 CLARK ST JACKSONVILLE 32206-,,,2620.16,,072372-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32206-
7932 FALCON ST JACKSONVILLE 32244-,,,2620.77,,097061-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32244-
3722 ROSEMARY ST JACKSONVILLE 32207-,,,2620.86,,070232-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32207-
3304 LENOX AVE JACKSONVILLE 32254-,,,2621.52,,060842-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32254-
5923 W JAGUAR DR JACKSONVILLE 32244-,,,2621.63,,097343-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32244-
5316 S DOSTIE DR JACKSONVILLE 32209-,,,2622.15,,042017-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32209-
8601 BEACH BLVD 306 JACKSONVILLE 32216-,,,2623.39,,136163-1652,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32216-
412 PHELPS ST JACKSONVILLE 32206-,,,2625.59,,122842-0010,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32206-
1622 WOFFORD AVE JACKSONVILLE 32218-,,,2625.84,,042568-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32218-
9504 SIBBALD RD JACKSONVILLE 32208-,,,2626.1,,041916-0595,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32208-
8880 S OLD KINGS RD 92 JACKSONVILLE 32257-,,,2629.2,,148657-1686,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32257-
6023 GREENLAND RD JACKSONVILLE 32258-,,,2629.26,,156762-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32258-
3149 GILMORE ST JACKSONVILLE 32205-,,,2629.77,,063507-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32205-
7671 LAS PALMAS WAY 206 JACKSONVILLE 32256-,,,2630.54,,148521-0206,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32256-
5239 ARCHERY AVE JACKSONVILLE 32208-,,,2631.13,,038395-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32208-
13204 PEACEFUL RD JACKSONVILLE 32226-,,,2632.65,,106432-0010,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32226-
1545 N PEARL ST JACKSONVILLE 32206-,,,2634.24,,071182-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32206-
6925 CARTIER CIR JACKSONVILLE 32208-,,,2634.88,,025364-0000,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32208-
5944 CHARLES D EVERS DR JACKSONVILLE 32219-,,,2635.07,,030290-0085,2026-01-20T22:22:38.071692,existing_csv,delinquent,False,0,32219-
725 LOCUST ST JACKSONVILLE 32205-,,,2635.26,,063884-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32205-
9248 2ND AVE JACKSONVILLE 32208-,,,2636.6,,036501-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32208-
8415 E SOPHIST CIR JACKSONVILLE 32219-,,,2638.04,,041916-0110,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32219-
7847 RENAULT DR JACKSONVILLE 32244-,,,2638.49,,097039-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32244-
2115 BURGOYNE DR JACKSONVILLE 32208-,,,2640.21,,025988-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32208-
7765 PICKETT ST JACKSONVILLE 32208-,,,2640.26,,026641-0010,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32208-
1615 MELSON AVE JACKSONVILLE 32254-,,,2641.83,,049974-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32254-
7563 BRETT FOREST DR JACKSONVILLE 32222-,,,2642.07,,016272-0060,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32222-
2344 HARPER ST JACKSONVILLE 32204-,,,2643.76,,077675-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32204-
7936 DELAROCHE DR JACKSONVILLE 32210-,,,2644.13,,009676-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32210-
210 E 16TH ST JACKSONVILLE 32206-,,,2645.55,,044861-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32206-
5548 SEABOARD AVE JACKSONVILLE 32244-,,,2646.03,,103756-0000,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32244-
1823 CALJON RD JACKSONVILLE 32207-,,,2647.54,,069796-0010,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32207-
15738 E NORTHSIDE DR JACKSONVILLE 32218-,,,2650.67,,108235-0200,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32218-
369 GREENCASTLE RD 75 JACKSONVILLE 32225-,,,2651.2,,162883-0152,2026-01-20T22:22:38.072689,existing_csv,delinquent,False,0,32225-
3434 BLANDING BLVD 213 JACKSONVILLE 32210-,,,2653.93,,104631-2150,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32210-
7542 E JOHN F KENNEDY DR JACKSONVILLE 32219-,,,2654.36,,030290-0234,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32219-
2211 BAYVIEW RD JACKSONVILLE 32210-,,,2655.18,,094676-0000,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32210-
4307 N TRENTON DR JACKSONVILLE 32209-,,,2656.16,,041245-0000,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32209-
6795 KINLOCK DR JACKSONVILLE 32219-,,,2657.3,,041860-0000,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32219-
12700 BARTRAM PARK BLVD 2432 JACKSONVILLE 32258-,,,2659.28,,158763-0748,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32258-
12043 DERRIS CT JACKSONVILLE 32246-,,,2659.75,,166367-0000,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32246-
2020 TALLADEGA RD JACKSONVILLE 32209-,,,2662.27,,086002-0000,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32209-
8401 HILMA RD JACKSONVILLE 32244-,,,2663.87,,016075-0090,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32244-
8339 S TUBMAN DR JACKSONVILLE 32219-,,,2670.51,,040067-5036,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32219-
2415 EDISON AVE JACKSONVILLE 32204-,,,2671.13,,055435-0000,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32204-
3820 WILLIAMSBURG PARK BLVD 3820-2 JACKSONVILLE 32257-,,,2672.13,,148733-0570,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32257-
5135 ACOMA AVE JACKSONVILLE 32210-,,,2672.16,,103603-0000,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32210-
10736 W MEADOWLEA CIR JACKSONVILLE 32218-,,,2675.99,,020282-0318,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32218-
8301 GULLEGE DR JACKSONVILLE 32219-,,,2677.82,,041916-0325,2026-01-20T22:22:38.073689,existing_csv,delinquent,False,0,32219-
2710 WACISSA AVE JACKSONVILLE 32254-,,,2677.96,,083864-0020,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32254-
4418 W MELISSA CT JACKSONVILLE 32210-,,,2678.23,,013861-1030,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32210-
7154 MATTHEW ST JACKSONVILLE 32210-,,,2679.42,,012292-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32210-
9069 PROSPERITY LAKE DR JACKSONVILLE 32244-,,,2680.34,,016464-5684,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32244-
8300 PLAZA GATE LN 1023 JACKSONVILLE 32217-,,,2682.43,,148516-0006,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32217-
15306 NORMAN AVE JACKSONVILLE 32218-,,,2682.71,,108245-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32218-
6804 NORWOOD AVE JACKSONVILLE 32208-,,,2683.47,,032454-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32208-
5635 TELFAIR ST JACKSONVILLE 32208-,,,2684.82,,111157-0130,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32208-
6733 CINDERELLA RD JACKSONVILLE 32210-,,,2685.88,,017040-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,True,5495.62,32210-
13364 BEACH BLVD 801 JACKSONVILLE 32224-,,,2685.91,,167067-2180,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32224-
4915 CHIVALRY DR JACKSONVILLE 32208-,,,2688.21,,039013-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32208-
535 N JACKSON AVE JACKSONVILLE 32220-,,,2689.02,,006029-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32220-
1610 N MAIN ST JACKSONVILLE 32206-,,,2691.65,,071420-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32206-
8965 9TH AVE JACKSONVILLE 32208-,,,2692.09,,036700-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32208-
9735 EVANS RD JACKSONVILLE 32208-,,,2693.22,,032299-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32208-
9260 9TH AVE JACKSONVILLE 32208-,,,2694.51,,035917-0050,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32208-
10638 DODD RD JACKSONVILLE 32218-,,,2695.15,,043704-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32218-
9072 LEM TURNER RD JACKSONVILLE 32208-,,,2696.01,,036062-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32208-
S ST JOHNS BLUFF RD JACKSONVILLE 32246-,,,2696.23,,163652-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32246-
9749 PATTON RD JACKSONVILLE 32246-,,,2696.58,,124227-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32246-
3065 WOODLAWN RD JACKSONVILLE 32209-,,,2697.42,,042003-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32209-
4407 COLLINS RD JACKSONVILLE 32244-,,,2701.1,,100283-0000,2026-01-20T22:22:38.074688,existing_csv,delinquent,False,0,32244-
2422 WILMONT AVE JACKSONVILLE 32218-,,,2701.19,,043630-0000,2026-01-20T22:22:38.075687,existing_csv,delinquent,False,0,32218-
2010 E WILLESDON DR JACKSONVILLE 32246-,,,2701.72,,165262-5790,2026-01-20T22:22:38.075687,existing_csv,delinquent,False,0,32246-
7165 WENDY CIR JACKSONVILLE 32211-,,,2703.92,,144988-0000,2026-01-20T22:22:38.075687,existing_csv,delinquent,False,0,32211-
